Cluster,Level1_Sparsity,Level1_Mean_Intensity,Level1_CV,Level2_Sparsity,Level2_Mean_Intensity,Level2_CV,Level3_Sparsity,Level3_Mean_Intensity,Level3_CV,Level4_Sparsity,Level4_Mean_Intensity,Level4_CV,Label
0,0.7497310092532817,0.2708198837959974,1.870655616836732,0.8270927480094685,0.8263395739186572,2.6790630346241553,0.9998924037013127,0.00010759629868732461,96.40020746865642,0.9994620185065634,0.0005379814934366317,43.10220411997512,Dense
1,0.9998921367705749,0.00010786322942513138,96.28083921528724,0.9956854708229964,0.004853845324128997,15.8368222276947,0.9908316254988674,0.014237946284111746,14.296283559010455,0.9100420666594757,0.25110559810160715,4.794088400083776,Sparse
2,0.773791671108239,1.0028267842781198,3.2003581076658634,0.9982537362091771,0.0018645789824935088,25.240579877731005,0.9965491316017492,0.012352997781356843,25.553813487127556,0.9980455958336462,0.002118733701849042,25.809057604775813,Intermittent
