device,fold,seq_len,train_windows,train_positive,val_windows,val_positive,test_windows,test_positive,status
设备22,2,6,1731,11,194,3,208,1,ready
设备22,2,12,1701,11,182,2,196,1,ready
设备22,2,24,1641,11,170,2,179,0,ready
设备22,3,3,1743,11,217,1,205,5,ready
设备22,3,6,1725,11,214,1,194,3,ready
设备22,3,12,1689,11,208,1,182,2,ready
设备22,3,24,1617,11,196,1,170,2,ready
设备22,4,3,1734,16,214,1,217,1,ready
设备22,4,6,1711,15,208,1,214,1,ready
设备22,4,12,1669,14,196,1,208,1,ready
设备22,4,24,1597,14,172,1,196,1,ready
设备22,5,3,1737,16,214,1,214,1,ready
设备22,5,6,1717,15,208,1,208,1,ready
设备22,5,12,1681,14,196,1,196,1,ready
设备22,5,24,1609,14,172,1,172,1,ready
设备22,6,3,1737,14,214,3,214,1,ready
设备22,6,6,1717,13,208,3,208,1,ready
设备22,6,12,1681,12,196,3,196,1,ready
设备22,6,24,1609,12,172,3,172,1,ready
设备22,7,3,1734,14,217,1,214,3,ready
设备22,7,6,1711,13,214,1,208,3,ready
设备22,7,12,1669,12,208,1,196,3,ready
设备22,7,24,1585,12,196,1,172,3,ready
设备22,8,3,1734,17,217,0,217,1,ready
设备22,8,6,1711,16,214,0,214,1,ready
设备22,8,12,1669,15,208,0,208,1,ready
设备22,8,24,1585,15,196,0,196,1,ready
设备22,9,3,1733,17,218,1,217,0,ready
设备22,9,6,1710,16,215,1,214,0,ready
设备22,9,12,1668,15,209,1,208,0,ready
设备22,9,24,1584,15,197,1,196,0,ready
设备23,0,3,4974,130,621,10,618,7,ready
设备23,0,6,4959,130,618,10,612,7,ready
设备23,0,12,4929,130,612,10,600,7,ready
设备23,0,24,4869,129,600,10,576,7,ready
设备23,1,3,4968,105,621,32,621,10,ready
设备23,1,6,4947,105,618,32,618,10,ready
设备23,1,12,4905,105,612,32,612,10,ready
设备23,1,24,4821,104,600,32,600,10,ready
设备23,2,3,4969,106,620,9,621,32,ready
设备23,2,6,4948,106,617,9,618,32,ready
设备23,2,12,4906,106,611,9,612,32,ready
设备23,2,24,4822,105,599,9,600,32,ready
设备23,3,3,4972,131,618,7,620,9,ready
设备23,3,6,4954,131,612,7,617,9,ready
设备23,3,12,4918,131,600,7,611,9,ready
设备23,3,24,4846,131,576,6,599,9,ready
设备23,4,3,4971,138,621,2,618,7,ready
设备23,4,6,4953,138,618,2,612,7,ready
设备23,4,12,4917,138,612,2,600,7,ready
设备23,4,24,4845,138,600,2,576,6,ready
设备23,5,3,4972,137,617,8,621,2,ready
设备23,5,6,4954,137,611,8,618,2,ready
设备23,5,12,4918,137,599,8,612,2,ready
设备23,5,24,4846,135,575,8,600,2,ready
设备23,6,3,4972,114,621,25,617,8,ready
设备23,6,6,4954,114,618,25,611,8,ready
设备23,6,12,4918,114,612,25,599,8,ready
设备23,6,24,4846,112,600,24,575,8,ready
设备23,7,3,4968,80,621,41,621,25,ready
设备23,7,6,4947,78,618,41,618,25,ready
设备23,7,12,4905,78,612,41,612,25,ready
设备23,7,24,4826,76,600,40,600,24,ready
设备23,8,3,4978,100,614,5,621,41,ready
设备23,8,6,4966,100,605,3,618,41,ready
设备23,8,12,4942,100,587,3,612,41,ready
设备23,8,24,4894,99,556,2,600,40,ready
设备23,9,3,4981,134,618,7,614,5,ready
设备23,9,6,4972,134,612,7,605,3,ready
设备23,9,12,4954,134,600,7,587,3,ready
设备23,9,24,4918,133,576,7,556,2,ready
设备24,0,3,7010,216,874,36,875,27,ready
设备24,0,6,7001,216,871,36,872,26,ready
设备24,0,12,6983,215,865,36,866,26,ready
设备24,0,24,6947,214,853,34,854,26,ready
设备24,1,3,7007,207,875,36,874,36,ready
设备24,1,6,6995,206,872,36,871,36,ready
设备24,1,12,6971,204,866,36,865,36,ready
设备24,1,24,6923,203,854,36,853,34,ready
设备24,2,3,7007,213,874,30,875,36,ready
设备24,2,6,6995,212,871,30,872,36,ready
设备24,2,12,6971,210,865,29,866,36,ready
设备24,2,24,6923,208,853,29,854,36,ready
设备24,3,3,7011,228,871,21,874,30,ready
设备24,3,6,7002,227,865,21,871,30,ready
设备24,3,12,6984,226,853,20,865,29,ready
设备24,3,24,6948,226,829,18,853,29,ready
设备24,4,3,7010,233,875,25,871,21,ready
设备24,4,6,7001,232,872,25,865,21,ready
设备24,4,12,6983,231,866,25,853,20,ready
设备24,4,24,6947,231,854,25,829,18,ready
设备24,5,3,7007,223,874,31,875,25,ready
设备24,5,6,6995,222,871,31,872,25,ready
设备24,5,12,6971,220,865,31,866,25,ready
设备24,5,24,6923,219,853,31,854,25,ready
设备24,6,3,7007,204,875,44,874,31,ready
设备24,6,6,6995,203,872,44,871,31,ready
设备24,6,12,6971,202,866,43,865,31,ready
设备24,6,24,6923,201,854,43,853,31,ready
设备24,7,3,7007,219,874,16,875,44,ready
设备24,7,6,6995,218,871,16,872,44,ready
设备24,7,12,6971,217,865,16,866,43,ready
设备24,7,24,6923,216,853,16,854,43,ready
设备24,8,3,7014,250,871,13,874,16,ready
设备24,8,6,7008,249,865,13,871,16,ready
设备24,8,12,6996,249,853,12,865,16,ready
设备24,8,24,6972,248,829,12,853,16,ready
设备24,9,3,7013,239,875,27,871,13,ready
设备24,9,6,7007,239,872,26,865,13,ready
设备24,9,12,6995,239,866,26,853,12,ready
设备24,9,24,6971,236,854,26,829,12,ready
设备25,0,3,4283,42,535,10,533,5,ready
设备25,0,6,4262,42,532,10,527,5,ready
设备25,0,12,4220,42,526,10,515,5,ready
设备25,0,24,4136,41,514,10,491,5,ready
设备25,1,3,4278,41,535,6,535,10,ready
设备25,1,6,4251,41,532,6,532,10,ready
设备25,1,12,4197,41,526,6,526,10,ready
设备25,1,24,4089,40,514,6,514,10,ready
设备25,2,3,4278,44,535,7,535,6,ready
设备25,2,6,4251,44,532,7,532,6,ready
设备25,2,12,4197,44,526,7,526,6,ready
设备25,2,24,4089,43,514,7,514,6,ready
设备25,3,3,4278,42,535,8,535,7,ready
设备25,3,6,4251,42,532,8,532,7,ready
设备25,3,12,4197,42,526,8,526,7,ready
设备25,3,24,4089,41,514,8,514,7,ready
设备25,4,3,4281,43,532,6,535,8,ready
设备25,4,6,4257,43,526,6,532,8,ready
设备25,4,12,4209,43,514,6,526,8,ready
设备25,4,24,4113,43,490,5,514,8,ready
设备25,5,3,4281,49,535,2,532,6,ready
设备25,5,6,4257,49,532,2,526,6,ready
设备25,5,12,4209,49,526,2,514,6,ready
设备25,5,24,4113,48,514,2,490,5,ready
设备25,6,3,4281,47,532,8,535,2,ready
设备25,6,6,4257,47,526,8,532,2,ready
设备25,6,12,4209,47,514,8,526,2,ready
设备25,6,24,4113,46,490,7,514,2,ready
设备25,7,3,4290,46,526,3,532,8,ready
设备25,7,6,4275,46,514,3,526,8,ready
设备25,7,12,4250,45,490,3,514,8,ready
设备25,7,24,4202,44,442,3,490,7,ready
设备25,8,3,4293,52,532,2,526,3,ready
设备25,8,6,4281,52,526,2,514,3,ready
设备25,8,12,4257,52,519,1,490,3,ready
设备25,8,24,4209,51,507,1,442,3,ready
设备25,9,3,4286,50,533,5,532,2,ready
设备25,9,6,4268,50,527,5,526,2,ready
设备25,9,12,4232,50,515,5,519,1,ready
设备25,9,24,4160,49,491,5,507,1,ready
设备26,0,3,3191,214,394,4,390,7,ready
设备26,0,6,3182,214,388,4,381,7,ready
设备26,0,12,3164,214,376,4,369,7,ready
设备26,0,24,3128,212,352,4,345,7,ready
设备26,1,3,3184,218,394,3,394,4,ready
设备26,1,6,3169,218,388,3,388,4,ready
设备26,1,12,3145,217,376,3,376,4,ready
设备26,1,24,3097,213,352,3,352,4,ready
设备26,2,3,3181,190,397,32,394,3,ready
设备26,2,6,3163,190,394,32,388,3,ready
设备26,2,12,3127,190,388,31,376,3,ready
设备26,2,24,3055,188,376,29,352,3,ready
设备26,3,3,3178,130,397,63,397,32,ready
设备26,3,6,3157,129,394,63,394,32,ready
设备26,3,12,3115,127,388,63,388,31,ready
设备26,3,24,3031,124,376,63,376,29,ready
设备26,4,3,3178,122,397,39,397,63,ready
设备26,4,6,3157,122,394,38,394,63,ready
设备26,4,12,3115,121,388,36,388,63,ready
设备26,4,24,3031,116,376,35,376,63,ready
设备26,5,3,3178,141,397,44,397,39,ready
设备26,5,6,3157,140,394,44,394,38,ready
设备26,5,12,3115,138,388,43,388,36,ready
设备26,5,24,3031,136,376,40,376,35,ready
设备26,6,3,3178,162,397,18,397,44,ready
设备26,6,6,3157,162,394,17,394,44,ready
设备26,6,12,3115,162,388,15,388,43,ready
设备26,6,24,3031,160,376,15,376,40,ready
设备26,7,3,3181,200,394,7,397,18,ready
设备26,7,6,3163,200,388,7,394,17,ready
设备26,7,12,3127,200,376,7,388,15,ready
设备26,7,24,3055,200,352,5,376,15,ready
设备26,8,3,3184,211,397,7,394,7,ready
设备26,8,6,3169,211,394,7,388,7,ready
设备26,8,12,3139,211,388,7,376,7,ready
设备26,8,24,3079,211,376,7,352,5,ready
设备26,9,3,3188,211,390,7,397,7,ready
设备26,9,6,3176,211,381,7,394,7,ready
设备26,9,12,3152,211,369,7,388,7,ready
设备26,9,24,3104,209,345,7,376,7,ready
设备27,0,3,6737,3177,840,14,838,38,ready
设备27,0,6,6728,3177,837,14,832,38,ready
设备27,0,12,6710,3176,831,14,820,38,ready
设备27,0,24,6674,3174,819,13,796,38,ready
设备27,1,3,6732,3194,840,21,840,14,ready
设备27,1,6,6717,3194,837,21,837,14,ready
设备27,1,12,6687,3192,831,21,831,14,ready
设备27,1,24,6627,3189,819,20,819,13,ready
设备27,2,3,6731,3186,841,22,840,21,ready
设备27,2,6,6716,3186,838,22,837,21,ready
设备27,2,12,6686,3184,832,21,831,21,ready
设备27,2,24,6626,3183,820,19,819,20,ready
设备27,3,3,6734,3028,837,176,841,22,ready
设备27,3,6,6722,3025,831,176,838,22,ready
设备27,3,12,6698,3019,819,174,832,21,ready
设备27,3,24,6650,3009,795,173,820,19,ready
设备27,4,3,6735,2404,840,643,837,176,ready
设备27,4,6,6723,2401,837,640,831,176,ready
设备27,4,12,6699,2395,831,634,819,174,ready
设备27,4,24,6651,2383,819,624,795,173,ready
设备27,5,3,6731,1757,841,820,840,643,ready
设备27,5,6,6716,1754,838,817,837,640,ready
设备27,5,12,6686,1747,832,811,831,634,ready
设备27,5,24,6626,1734,820,799,819,624,ready
设备27,6,3,6731,1756,840,647,841,820,ready
设备27,6,6,6716,1755,837,644,838,817,ready
设备27,6,12,6686,1754,831,638,832,811,ready
设备27,6,24,6626,1751,819,626,820,799,ready
设备27,7,3,6732,2338,840,241,840,647,ready
设备27,7,6,6717,2338,837,240,837,644,ready
设备27,7,12,6687,2337,831,240,831,638,ready
设备27,7,24,6627,2335,819,238,819,626,ready
设备27,8,3,6738,2390,837,598,840,241,ready
设备27,8,6,6729,2390,831,598,837,240,ready
设备27,8,12,6711,2389,819,598,831,240,ready
设备27,8,24,6675,2388,795,597,819,238,ready
设备27,9,3,6740,2593,838,38,837,598,ready
设备27,9,6,6734,2593,832,38,831,598,ready
设备27,9,12,6722,2592,820,38,819,598,ready
设备27,9,24,6698,2590,796,38,795,597,ready
设备28,0,3,6897,1605,860,16,857,34,ready
设备28,0,6,6891,1602,857,16,851,31,ready
设备28,0,12,6879,1596,851,16,839,25,ready
设备28,0,24,6855,1584,839,16,815,13,ready
设备28,1,3,6891,1612,860,27,860,16,ready
设备28,1,6,6879,1606,857,27,857,16,ready
设备28,1,12,6855,1594,851,27,851,16,ready
设备28,1,24,6807,1570,839,27,839,16,ready
设备28,2,3,6891,1602,860,26,860,27,ready
设备28,2,6,6879,1596,857,26,857,27,ready
设备28,2,12,6855,1584,851,26,851,27,ready
设备28,2,24,6807,1560,839,26,839,27,ready
设备28,3,3,6894,953,857,673,860,26,ready
设备28,3,6,6885,947,851,670,857,26,ready
设备28,3,12,6867,935,839,664,851,26,ready
设备28,3,24,6831,911,815,652,839,26,ready
设备28,4,3,6894,719,860,260,857,673,ready
设备28,4,6,6885,716,857,257,851,670,ready
设备28,4,12,6867,710,851,251,839,664,ready
设备28,4,24,6831,697,839,239,815,652,ready
设备28,5,3,6891,1369,860,23,860,260,ready
设备28,5,6,6879,1363,857,23,857,257,ready
设备28,5,12,6855,1351,851,23,851,251,ready
设备28,5,24,6807,1327,839,22,839,239,ready
设备28,6,3,6891,1616,860,16,860,23,ready
设备28,6,6,6879,1610,857,16,857,23,ready
设备28,6,12,6855,1598,851,16,851,23,ready
设备28,6,24,6807,1574,839,16,839,22,ready
设备28,7,3,6891,1626,860,13,860,16,ready
设备28,7,6,6879,1620,857,13,857,16,ready
设备28,7,12,6855,1608,851,13,851,16,ready
设备28,7,24,6807,1584,839,13,839,16,ready
设备28,8,3,6895,1078,859,564,860,13,ready
设备28,8,6,6886,1072,856,564,857,13,ready
设备28,8,12,6868,1060,850,564,851,13,ready
设备28,8,24,6832,1036,838,564,839,13,ready
设备28,9,3,6898,1057,857,34,859,564,ready
设备28,9,6,6892,1054,851,31,856,564,ready
设备28,9,12,6880,1048,839,25,850,564,ready
设备28,9,24,6856,1036,815,13,838,564,ready
设备29,0,3,2423,38,297,3,304,2,ready
设备29,0,6,2401,36,288,3,301,2,ready
设备29,0,12,2359,35,270,3,295,2,ready
设备29,0,24,2275,35,234,3,283,2,ready
设备29,1,3,2424,37,300,3,297,3,ready
设备29,1,6,2402,36,294,2,288,3,ready
设备29,1,12,2360,35,282,2,270,3,ready
设备29,1,24,2276,35,258,2,234,3,ready
设备29,2,3,2418,38,303,2,300,3,ready
设备29,2,6,2390,37,300,2,294,2,ready
设备29,2,12,2336,36,294,2,282,2,ready
设备29,2,24,2228,36,282,2,258,2,ready
设备29,3,3,2424,33,297,8,303,2,ready
设备29,3,6,2400,32,290,7,300,2,ready
设备29,3,12,2352,32,278,6,294,2,ready
设备29,3,24,2256,32,254,6,282,2,ready
设备29,4,3,2425,27,302,8,297,8,ready
设备29,4,6,2401,26,299,8,290,7,ready
设备29,4,12,2353,25,293,8,278,6,ready
设备29,4,24,2257,23,281,8,254,6,ready
设备29,5,3,2419,29,303,6,302,8,ready
设备29,5,6,2391,27,300,6,299,8,ready
设备29,5,12,2337,26,294,5,293,8,ready
设备29,5,24,2229,26,282,3,281,8,ready
设备29,6,3,2418,32,300,5,303,6,ready
设备29,6,6,2391,29,294,5,300,6,ready
设备29,6,12,2343,28,282,5,294,5,ready
设备29,6,24,2247,28,258,5,282,3,ready
设备29,7,3,2424,34,297,3,300,5,ready
设备29,7,6,2402,31,289,2,294,5,ready
设备29,7,12,2360,30,277,2,282,5,ready
设备29,7,24,2276,29,253,2,258,5,ready
设备29,8,3,2424,37,303,2,297,3,ready
设备29,8,6,2402,35,300,1,289,2,ready
设备29,8,12,2360,34,294,1,277,2,ready
设备29,8,24,2276,34,282,0,253,2,ready
设备29,9,3,2417,38,304,2,303,2,ready
设备29,9,6,2389,36,301,2,300,1,ready
设备29,9,12,2335,35,295,2,294,1,ready
设备29,9,24,2227,35,283,2,282,0,ready
设备2,0,3,6983,225,871,24,871,16,ready
设备2,0,6,6974,224,868,24,868,16,ready
设备2,0,12,6956,224,862,24,862,16,ready
设备2,0,24,6920,224,850,21,850,15,ready
设备2,1,3,6980,202,871,39,871,24,ready
设备2,1,6,6968,199,868,39,868,24,ready
设备2,1,12,6944,196,862,39,862,24,ready
设备2,1,24,6896,193,850,39,850,21,ready
设备2,2,3,6980,193,871,33,871,39,ready
设备2,2,6,6968,192,868,31,868,39,ready
设备2,2,12,6944,192,862,28,862,39,ready
设备2,2,24,6896,191,850,26,850,39,ready
设备2,3,3,6983,198,868,34,871,33,ready
设备2,3,6,6974,197,862,34,868,31,ready
设备2,3,12,6956,197,850,34,862,28,ready
设备2,3,24,6920,196,826,34,850,26,ready
设备2,4,3,6983,210,871,21,868,34,ready
设备2,4,6,6974,209,868,21,862,34,ready
设备2,4,12,6956,209,862,21,850,34,ready
设备2,4,24,6920,208,850,21,826,34,ready
设备2,5,3,6980,222,871,22,871,21,ready
设备2,5,6,6968,221,868,22,868,21,ready
设备2,5,12,6944,221,862,22,862,21,ready
设备2,5,24,6896,220,850,22,850,21,ready
设备2,6,3,6980,209,871,34,871,22,ready
设备2,6,6,6968,208,868,34,868,22,ready
设备2,6,12,6944,208,862,34,862,22,ready
设备2,6,24,6896,205,850,34,850,22,ready
设备2,7,3,6980,202,871,29,871,34,ready
设备2,7,6,6968,201,868,29,868,34,ready
设备2,7,12,6944,201,862,29,862,34,ready
设备2,7,24,6896,200,850,27,850,34,ready
设备2,8,3,6986,223,868,13,871,29,ready
设备2,8,6,6980,223,862,12,868,29,ready
设备2,8,12,6968,223,850,12,862,29,ready
设备2,8,24,6944,222,826,12,850,27,ready
设备2,9,3,6986,236,871,16,868,13,ready
设备2,9,6,6980,236,868,16,862,12,ready
设备2,9,12,6968,236,862,16,850,12,ready
设备2,9,24,6944,233,850,15,826,12,ready
设备30,0,3,4563,321,567,6,567,14,ready
设备30,0,6,4545,321,561,6,561,14,ready
设备30,0,12,4509,321,549,6,549,14,ready
设备30,0,24,4437,319,525,6,525,14,ready
设备30,1,3,4560,328,567,7,567,6,ready
设备30,1,6,4539,328,561,7,561,6,ready
设备30,1,12,4497,328,549,7,549,6,ready
设备30,1,24,4413,326,525,7,525,6,ready
设备30,2,3,4561,323,566,11,567,7,ready
设备30,2,6,4540,323,560,11,561,7,ready
设备30,2,12,4498,323,548,11,549,7,ready
设备30,2,24,4414,320,524,11,525,7,ready
设备30,3,3,4558,290,570,40,566,11,ready
设备30,3,6,4534,290,567,40,560,11,ready
设备30,3,12,4486,290,561,40,548,11,ready
设备30,3,24,4390,287,549,39,524,11,ready
设备30,4,3,4557,287,567,14,570,40,ready
设备30,4,6,4533,287,561,14,567,40,ready
设备30,4,12,4485,287,549,14,561,40,ready
设备30,4,24,4389,287,525,11,549,39,ready
设备30,5,3,4558,104,569,223,567,14,ready
设备30,5,6,4534,104,566,223,561,14,ready
设备30,5,12,4486,103,560,223,549,14,ready
设备30,5,24,4390,103,548,223,525,11,ready
设备30,6,3,4558,103,567,15,569,223,ready
设备30,6,6,4534,103,561,15,566,223,ready
设备30,6,12,4486,103,549,14,560,223,ready
设备30,6,24,4390,101,525,14,548,223,ready
设备30,7,3,4560,320,567,6,567,15,ready
设备30,7,6,4539,320,561,6,561,15,ready
设备30,7,12,4497,320,549,6,549,14,ready
设备30,7,24,4413,318,525,6,525,14,ready
设备30,8,3,4561,330,569,5,567,6,ready
设备30,8,6,4540,330,566,5,561,6,ready
设备30,8,12,4498,330,560,5,549,6,ready
设备30,8,24,4414,328,548,5,525,6,ready
设备30,9,3,4561,322,567,14,569,5,ready
设备30,9,6,4540,322,561,14,566,5,ready
设备30,9,12,4498,322,549,14,560,5,ready
设备30,9,24,4414,320,525,14,548,5,ready
设备31,0,3,2297,16,280,5,286,1,ready
设备31,0,6,2282,16,274,5,283,1,ready
设备31,0,12,2252,16,262,3,277,1,ready
设备31,0,24,2192,16,238,3,265,1,ready
设备31,1,3,2300,12,280,5,280,5,ready
设备31,1,6,2288,12,271,5,274,5,ready
设备31,1,12,2264,12,253,5,262,3,ready
设备31,1,24,2216,12,217,5,238,3,ready
设备31,2,3,2294,16,286,1,280,5,ready
设备31,2,6,2279,16,283,1,271,5,ready
设备31,2,12,2249,15,277,1,253,5,ready
设备31,2,24,2189,15,265,1,217,5,ready
设备31,3,3,2288,18,286,3,286,1,ready
设备31,3,6,2267,18,283,3,283,1,ready
设备31,3,12,2225,17,277,3,277,1,ready
设备31,3,24,2141,17,265,3,265,1,ready
设备31,4,3,2291,18,283,1,286,3,ready
设备31,4,6,2273,18,277,1,283,3,ready
设备31,4,12,2237,16,265,1,277,3,ready
设备31,4,24,2165,16,241,1,265,3,ready
设备31,5,3,2291,20,286,1,283,1,ready
设备31,5,6,2273,20,283,1,277,1,ready
设备31,5,12,2237,19,277,0,265,1,ready
设备31,5,24,2165,19,265,0,241,1,ready
设备31,6,3,2291,19,283,2,286,1,ready
设备31,6,6,2273,19,277,2,283,1,ready
设备31,6,12,2237,18,265,2,277,0,ready
设备31,6,24,2165,18,241,2,265,0,ready
设备31,7,3,2291,18,286,2,283,2,ready
设备31,7,6,2273,18,283,2,277,2,ready
设备31,7,12,2237,17,277,2,265,2,ready
设备31,7,24,2165,17,265,2,241,2,ready
设备31,8,3,2291,19,286,1,286,2,ready
设备31,8,6,2273,19,283,1,283,2,ready
设备31,8,12,2237,18,277,1,277,2,ready
设备31,8,24,2165,18,265,1,265,2,ready
设备31,9,3,2291,20,286,1,286,1,ready
设备31,9,6,2273,20,283,1,283,1,ready
设备31,9,12,2237,18,277,1,277,1,ready
设备31,9,24,2165,18,265,1,265,1,ready
设备32,0,3,3740,99,467,4,464,5,ready
设备32,0,6,3722,99,464,4,458,5,ready
设备32,0,12,3686,97,458,4,446,5,ready
设备32,0,24,3614,97,446,4,422,5,ready
设备32,1,3,3734,97,467,7,467,4,ready
设备32,1,6,3710,97,464,7,464,4,ready
设备32,1,12,3662,94,458,7,458,4,ready
设备32,1,24,3566,94,446,7,446,4,ready
设备32,2,3,3734,83,467,18,467,7,ready
设备32,2,6,3710,82,464,18,464,7,ready
设备32,2,12,3662,80,458,17,458,7,ready
设备32,2,24,3566,80,446,17,446,7,ready
设备32,3,3,3740,62,461,28,467,18,ready
设备32,3,6,3722,60,452,27,464,18,ready
设备32,3,12,3686,60,434,25,458,17,ready
设备32,3,24,3614,60,398,25,446,17,ready
设备32,4,3,3744,72,463,8,461,28,ready
设备32,4,6,3729,72,457,6,452,27,ready
设备32,4,12,3699,72,445,6,434,25,ready
设备32,4,24,3639,72,421,6,398,25,ready
设备32,5,3,3738,84,467,15,463,8,ready
设备32,5,6,3717,84,464,15,457,6,ready
设备32,5,12,3675,82,458,15,445,6,ready
设备32,5,24,3591,82,446,15,421,6,ready
设备32,6,3,3734,82,467,10,467,15,ready
设备32,6,6,3710,81,464,10,464,15,ready
设备32,6,12,3662,79,458,10,458,15,ready
设备32,6,24,3566,79,446,10,446,15,ready
设备32,7,3,3740,87,461,10,467,10,ready
设备32,7,6,3722,87,452,9,464,10,ready
设备32,7,12,3686,85,434,9,458,10,ready
设备32,7,24,3614,85,398,9,446,10,ready
设备32,8,3,3744,96,466,2,461,10,ready
设备32,8,6,3729,96,463,2,452,9,ready
设备32,8,12,3699,94,457,2,434,9,ready
设备32,8,24,3639,94,445,2,398,9,ready
设备32,9,3,3741,101,464,5,466,2,ready
设备32,9,6,3723,101,458,5,463,2,ready
设备32,9,12,3687,99,446,5,457,2,ready
设备32,9,24,3615,99,422,5,445,2,ready
设备33,0,3,2609,28,314,7,325,2,ready
设备33,0,6,2600,28,302,7,322,2,ready
设备33,0,12,2582,28,278,6,316,2,ready
设备33,0,24,2546,28,230,4,304,2,ready
设备33,1,3,2610,27,321,3,314,7,ready
设备33,1,6,2601,27,315,3,302,7,ready
设备33,1,12,2583,27,303,3,278,6,ready
设备33,1,24,2547,27,279,3,230,4,ready
设备33,2,3,2600,30,324,4,321,3,ready
设备33,2,6,2582,30,321,4,315,3,ready
设备33,2,12,2546,29,315,4,303,3,ready
设备33,2,24,2474,28,303,4,279,3,ready
设备33,3,3,2596,27,325,6,324,4,ready
设备33,3,6,2575,27,322,6,321,4,ready
设备33,3,12,2533,26,316,6,315,4,ready
设备33,3,24,2449,24,304,6,303,4,ready
设备33,4,3,2600,25,320,6,325,6,ready
设备33,4,6,2582,25,314,6,322,6,ready
设备33,4,12,2546,24,302,6,316,6,ready
设备33,4,24,2474,22,278,5,304,6,ready
设备33,5,3,2600,28,325,3,320,6,ready
设备33,5,6,2582,28,322,3,314,6,ready
设备33,5,12,2546,27,316,3,302,6,ready
设备33,5,24,2474,26,304,2,278,5,ready
设备33,6,3,2596,31,324,3,325,3,ready
设备33,6,6,2575,31,321,3,322,3,ready
设备33,6,12,2533,30,315,3,316,3,ready
设备33,6,24,2449,29,303,3,304,2,ready
设备33,7,3,2596,32,325,2,324,3,ready
设备33,7,6,2575,32,322,2,321,3,ready
设备33,7,12,2533,31,316,2,315,3,ready
设备33,7,24,2449,30,304,2,303,3,ready
设备33,8,3,2599,34,324,1,325,2,ready
设备33,8,6,2581,34,321,1,322,2,ready
设备33,8,12,2545,33,315,1,316,2,ready
设备33,8,24,2473,32,303,1,304,2,ready
设备33,9,3,2599,34,325,2,324,1,ready
设备33,9,6,2581,34,322,2,321,1,ready
设备33,9,12,2545,33,316,2,315,1,ready
设备33,9,24,2473,31,304,2,303,1,ready
设备34,0,3,5122,58,636,5,640,5,ready
设备34,0,6,5107,58,630,5,637,5,ready
设备34,0,12,5077,58,618,5,631,5,ready
设备34,0,24,5017,58,594,4,619,5,ready
设备34,1,3,5120,57,639,5,636,5,ready
设备34,1,6,5102,57,636,5,630,5,ready
设备34,1,12,5066,57,630,5,618,5,ready
设备34,1,24,4994,55,618,5,594,4,ready
设备34,2,3,5123,51,633,11,639,5,ready
设备34,2,6,5108,51,624,11,636,5,ready
设备34,2,12,5078,51,606,11,630,5,ready
设备34,2,24,5018,50,570,9,618,5,ready
设备34,3,3,5123,52,639,4,633,11,ready
设备34,3,6,5108,52,636,4,624,11,ready
设备34,3,12,5078,52,630,4,606,11,ready
设备34,3,24,5018,51,618,4,570,9,ready
设备34,4,3,5120,57,636,7,639,4,ready
设备34,4,6,5102,57,630,7,636,4,ready
设备34,4,12,5066,57,618,7,630,4,ready
设备34,4,24,4994,55,594,7,618,4,ready
设备34,5,3,5119,46,640,15,636,7,ready
设备34,5,6,5102,45,637,15,630,7,ready
设备34,5,12,5072,45,631,15,618,7,ready
设备34,5,24,5012,44,619,14,594,7,ready
设备34,6,3,5119,46,636,7,640,15,ready
设备34,6,6,5101,46,631,6,637,15,ready
设备34,6,12,5065,46,625,6,631,15,ready
设备34,6,24,4993,45,613,6,619,14,ready
设备34,7,3,5120,58,639,3,636,7,ready
设备34,7,6,5102,58,636,3,631,6,ready
设备34,7,12,5066,58,630,3,625,6,ready
设备34,7,24,4994,57,618,3,613,6,ready
设备34,8,3,5120,60,639,5,639,3,ready
设备34,8,6,5102,60,636,5,636,3,ready
设备34,8,12,5066,60,630,5,630,3,ready
设备34,8,24,4994,59,618,5,618,3,ready
设备34,9,3,5119,58,640,5,639,5,ready
设备34,9,6,5101,58,637,5,636,5,ready
设备34,9,12,5065,58,631,5,630,5,ready
设备34,9,24,4993,57,619,5,618,5,ready
设备35,0,3,2428,37,301,3,304,2,ready
设备35,0,6,2407,37,295,3,301,2,ready
设备35,0,12,2365,36,283,3,295,2,ready
设备35,0,24,2281,36,259,3,283,2,ready
设备35,1,3,2433,32,296,7,301,3,ready
设备35,1,6,2415,32,287,7,295,3,ready
设备35,1,12,2379,32,269,6,283,3,ready
设备35,1,24,2307,32,233,6,259,3,ready
设备35,2,3,2431,28,303,7,296,7,ready
设备35,2,6,2410,28,300,7,287,7,ready
设备35,2,12,2368,28,294,7,269,6,ready
设备35,2,24,2284,26,282,7,233,6,ready
设备35,3,3,2423,20,304,15,303,7,ready
设备35,3,6,2396,20,301,15,300,7,ready
设备35,3,12,2342,19,295,15,294,7,ready
设备35,3,24,2234,19,283,13,282,7,ready
设备35,4,3,2425,25,301,1,304,15,ready
设备35,4,6,2401,25,295,1,301,15,ready
设备35,4,12,2353,24,283,1,295,15,ready
设备35,4,24,2257,24,259,1,283,13,ready
设备35,5,3,2429,38,300,2,301,1,ready
设备35,5,6,2408,38,294,2,295,1,ready
设备35,5,12,2366,37,282,2,283,1,ready
设备35,5,24,2282,37,258,2,259,1,ready
设备35,6,3,2431,38,299,1,300,2,ready
设备35,6,6,2410,38,293,1,294,2,ready
设备35,6,12,2368,36,281,1,282,2,ready
