device,fold,seq_len,train_windows,train_positive,val_windows,val_positive,test_windows,test_positive,status
设备49,1,3,6241,149,779,6,779,10,ready
设备49,1,6,6226,148,776,6,776,10,ready
设备49,1,12,6196,148,770,6,770,10,ready
设备49,1,24,6136,146,758,6,758,10,ready
设备49,2,3,6241,145,779,14,779,6,ready
设备49,2,6,6226,144,776,14,776,6,ready
设备49,2,12,6196,144,770,14,770,6,ready
设备49,2,24,6136,142,758,14,758,6,ready
设备49,3,3,6244,131,776,20,779,14,ready
设备49,3,6,6232,130,770,20,776,14,ready
设备49,3,12,6208,130,758,20,770,14,ready
设备49,3,24,6160,130,734,18,758,14,ready
设备49,4,3,6244,131,779,14,776,20,ready
设备49,4,6,6232,130,776,14,770,20,ready
设备49,4,12,6208,130,770,14,758,20,ready
设备49,4,24,6160,130,758,14,734,18,ready
设备49,5,3,6241,126,779,24,779,14,ready
设备49,5,6,6226,125,776,24,776,14,ready
设备49,5,12,6196,124,770,24,770,14,ready
设备49,5,24,6136,122,758,24,758,14,ready
设备49,6,3,6241,119,779,21,779,24,ready
设备49,6,6,6226,118,776,21,776,24,ready
设备49,6,12,6196,118,770,20,770,24,ready
设备49,6,24,6136,116,758,20,758,24,ready
设备49,7,3,6241,127,779,16,779,21,ready
设备49,7,6,6226,126,776,16,776,21,ready
设备49,7,12,6196,126,770,16,770,20,ready
设备49,7,24,6136,124,758,16,758,20,ready
设备49,8,3,6247,140,776,9,779,16,ready
设备49,8,6,6238,139,770,9,776,16,ready
设备49,8,12,6220,139,758,9,770,16,ready
设备49,8,24,6184,137,734,9,758,16,ready
设备49,9,3,6250,126,776,30,776,9,ready
设备49,9,6,6244,126,770,29,770,9,ready
设备49,9,12,6232,126,758,29,758,9,ready
设备49,9,24,6208,124,734,29,734,9,ready
设备4,0,3,2875,36,354,2,360,4,ready
设备4,0,6,2853,34,348,1,357,4,ready
设备4,0,12,2811,33,336,1,351,4,ready
设备4,0,24,2727,33,312,1,339,4,ready
设备4,1,3,2878,33,354,7,354,2,ready
设备4,1,6,2857,32,347,6,348,1,ready
设备4,1,12,2815,32,335,5,336,1,ready
设备4,1,24,2731,32,311,5,312,1,ready
设备4,2,3,2876,26,356,9,354,7,ready
设备4,2,6,2855,24,350,9,347,6,ready
设备4,2,12,2813,24,338,9,335,5,ready
设备4,2,24,2729,24,314,9,311,5,ready
设备4,3,3,2874,31,356,2,356,9,ready
设备4,3,6,2852,28,350,2,350,9,ready
设备4,3,12,2810,27,338,2,338,9,ready
设备4,3,24,2726,27,314,2,314,9,ready
设备4,4,3,2870,36,360,4,356,2,ready
设备4,4,6,2845,33,357,4,350,2,ready
设备4,4,12,2797,32,351,4,338,2,ready
设备4,4,24,2701,31,339,4,314,2,ready
设备4,5,3,2873,33,353,5,360,4,ready
设备4,5,6,2851,31,344,4,357,4,ready
设备4,5,12,2809,30,326,4,351,4,ready
设备4,5,24,2725,30,290,3,339,4,ready
设备4,6,3,2873,35,360,1,353,5,ready
设备4,6,6,2851,33,357,1,344,4,ready
设备4,6,12,2809,32,351,1,326,4,ready
设备4,6,24,2725,32,339,1,290,3,ready
设备4,7,3,2870,35,356,5,360,1,ready
设备4,7,6,2845,32,350,5,357,1,ready
设备4,7,12,2797,31,338,5,351,1,ready
设备4,7,24,2701,31,314,5,339,1,ready
设备4,8,3,2874,34,359,2,356,5,ready
设备4,8,6,2852,31,356,2,350,5,ready
设备4,8,12,2810,30,350,2,338,5,ready
设备4,8,24,2726,30,338,2,314,5,ready
设备4,9,3,2870,36,360,4,359,2,ready
设备4,9,6,2845,33,357,4,356,2,ready
设备4,9,12,2797,32,351,4,350,2,ready
设备4,9,24,2701,32,339,4,338,2,ready
设备50,0,3,7370,455,919,75,919,43,ready
设备50,0,6,7364,455,916,75,916,43,ready
设备50,0,12,7352,453,910,75,910,43,ready
设备50,0,24,7328,449,898,75,898,43,ready
设备50,1,3,7367,377,919,121,919,75,ready
设备50,1,6,7358,377,916,121,916,75,ready
设备50,1,12,7340,376,910,120,910,75,ready
设备50,1,24,7304,374,898,116,898,75,ready
设备50,2,3,7367,399,919,53,919,121,ready
设备50,2,6,7358,399,916,53,916,121,ready
设备50,2,12,7340,396,910,53,910,120,ready
设备50,2,24,7304,396,898,51,898,116,ready
设备50,3,3,7370,486,916,34,919,53,ready
设备50,3,6,7364,486,910,34,916,53,ready
设备50,3,12,7352,486,898,31,910,53,ready
设备50,3,24,7328,486,874,31,898,51,ready
设备50,4,3,7370,502,919,37,916,34,ready
设备50,4,6,7364,502,916,37,910,34,ready
设备50,4,12,7352,502,910,37,898,31,ready
设备50,4,24,7328,502,898,37,874,31,ready
设备50,5,3,7367,453,919,83,919,37,ready
设备50,5,6,7358,453,916,83,916,37,ready
设备50,5,12,7340,452,910,83,910,37,ready
设备50,5,24,7304,452,898,83,898,37,ready
设备50,6,3,7367,434,919,56,919,83,ready
设备50,6,6,7358,434,916,56,916,83,ready
设备50,6,12,7340,433,910,56,910,83,ready
设备50,6,24,7304,433,898,56,898,83,ready
设备50,7,3,7367,487,919,30,919,56,ready
设备50,7,6,7358,487,916,30,916,56,ready
设备50,7,12,7340,486,910,30,910,56,ready
设备50,7,24,7304,486,898,30,898,56,ready
设备50,8,3,7370,502,919,41,919,30,ready
设备50,8,6,7364,502,916,41,916,30,ready
设备50,8,12,7352,501,910,41,910,30,ready
设备50,8,24,7328,501,898,41,898,30,ready
设备50,9,3,7370,489,919,43,919,41,ready
设备50,9,6,7364,489,916,43,916,41,ready
设备50,9,12,7352,488,910,43,910,41,ready
设备50,9,24,7328,488,898,43,898,41,ready
设备51,0,3,7370,465,919,54,919,21,ready
设备51,0,6,7364,464,916,54,916,21,ready
设备51,0,12,7352,462,910,54,910,21,ready
设备51,0,24,7328,458,898,54,898,21,ready
设备51,1,3,7367,417,919,69,919,54,ready
设备51,1,6,7358,417,916,68,916,54,ready
设备51,1,12,7340,416,910,67,910,54,ready
设备51,1,24,7304,414,898,63,898,54,ready
设备51,2,3,7367,443,919,28,919,69,ready
设备51,2,6,7358,443,916,28,916,68,ready
设备51,2,12,7340,441,910,28,910,67,ready
设备51,2,24,7304,441,898,26,898,63,ready
设备51,3,3,7370,483,916,29,919,28,ready
设备51,3,6,7364,483,910,29,916,28,ready
设备51,3,12,7352,483,898,27,910,28,ready
设备51,3,24,7328,483,874,27,898,26,ready
设备51,4,3,7370,490,919,21,916,29,ready
设备51,4,6,7364,490,916,21,910,29,ready
设备51,4,12,7352,490,910,21,898,27,ready
设备51,4,24,7328,490,898,21,874,27,ready
设备51,5,3,7367,277,919,242,919,21,ready
设备51,5,6,7358,277,916,242,916,21,ready
设备51,5,12,7340,276,910,242,910,21,ready
设备51,5,24,7304,276,898,242,898,21,ready
设备51,6,3,7367,259,919,39,919,242,ready
设备51,6,6,7358,259,916,39,916,242,ready
设备51,6,12,7340,258,910,39,910,242,ready
设备51,6,24,7304,258,898,39,898,242,ready
设备51,7,3,7367,481,919,20,919,39,ready
设备51,7,6,7358,481,916,20,916,39,ready
设备51,7,12,7340,480,910,20,910,39,ready
设备51,7,24,7304,480,898,20,898,39,ready
设备51,8,3,7370,503,919,17,919,20,ready
设备51,8,6,7364,503,916,17,916,20,ready
设备51,8,12,7352,502,910,17,910,20,ready
设备51,8,24,7328,502,898,17,898,20,ready
设备51,9,3,7370,502,919,21,919,17,ready
设备51,9,6,7364,502,916,21,916,17,ready
设备51,9,12,7352,501,910,21,910,17,ready
设备51,9,24,7328,501,898,21,898,17,ready
设备52,0,3,6939,192,866,36,866,30,ready
设备52,0,6,6930,192,863,36,863,30,ready
设备52,0,12,6912,191,857,36,857,30,ready
设备52,0,24,6876,191,845,36,845,30,ready
设备52,1,3,6937,190,865,32,866,36,ready
设备52,1,6,6925,190,862,32,863,36,ready
设备52,1,12,6901,188,856,32,857,36,ready
设备52,1,24,6853,187,844,32,845,36,ready
设备52,2,3,6937,189,866,37,865,32,ready
设备52,2,6,6925,189,863,37,862,32,ready
设备52,2,12,6901,188,857,36,856,32,ready
设备52,2,24,6853,186,845,35,844,32,ready
设备52,3,3,6940,203,862,18,866,37,ready
设备52,3,6,6931,203,856,18,863,37,ready
设备52,3,12,6913,203,844,17,857,36,ready
设备52,3,24,6877,203,820,15,845,35,ready
设备52,4,3,6940,219,866,21,862,18,ready
设备52,4,6,6931,219,863,21,856,18,ready
设备52,4,12,6913,219,857,21,844,17,ready
设备52,4,24,6877,219,845,21,820,15,ready
设备52,5,3,6936,206,866,31,866,21,ready
设备52,5,6,6924,206,863,31,863,21,ready
设备52,5,12,6900,205,857,31,857,21,ready
设备52,5,24,6852,205,845,31,845,21,ready
设备52,6,3,6937,208,865,19,866,31,ready
设备52,6,6,6925,208,862,19,863,31,ready
设备52,6,12,6901,207,856,19,857,31,ready
设备52,6,24,6853,207,844,19,845,31,ready
设备52,7,3,6937,225,866,14,865,19,ready
设备52,7,6,6925,225,863,14,862,19,ready
设备52,7,12,6901,224,857,14,856,19,ready
设备52,7,24,6853,224,845,14,844,19,ready
设备52,8,3,6943,224,862,20,866,14,ready
设备52,8,6,6937,224,856,20,863,14,ready
设备52,8,12,6925,223,844,20,857,14,ready
设备52,8,24,6901,223,820,20,845,14,ready
设备52,9,3,6943,208,866,30,862,20,ready
设备52,9,6,6937,208,863,30,856,20,ready
设备52,9,12,6925,207,857,30,844,20,ready
设备52,9,24,6901,207,845,30,820,20,ready
设备53,0,3,6710,117,836,36,832,35,ready
设备53,0,6,6704,117,833,36,826,35,ready
设备53,0,12,6692,116,827,36,814,35,ready
设备53,0,24,6668,116,815,35,790,35,ready
设备53,1,3,6702,133,837,19,836,36,ready
设备53,1,6,6690,133,834,19,833,36,ready
设备53,1,12,6666,132,828,19,827,36,ready
设备53,1,24,6618,131,816,19,815,35,ready
设备53,2,3,6702,159,836,10,837,19,ready
设备53,2,6,6690,159,833,10,834,19,ready
设备53,2,12,6666,158,827,10,828,19,ready
设备53,2,24,6618,156,815,9,816,19,ready
设备53,3,3,6705,162,834,16,836,10,ready
设备53,3,6,6696,162,828,16,833,10,ready
设备53,3,12,6678,162,816,15,827,10,ready
设备53,3,24,6642,162,792,13,815,9,ready
设备53,4,3,6705,156,836,15,834,16,ready
设备53,4,6,6696,153,833,15,828,16,ready
设备53,4,12,6678,152,827,15,816,15,ready
设备53,4,24,6642,152,815,15,792,13,ready
设备53,5,3,6702,151,837,20,836,15,ready
设备53,5,6,6690,151,834,17,833,15,ready
设备53,5,12,6666,150,828,16,827,15,ready
设备53,5,24,6618,150,816,16,815,15,ready
设备53,6,3,6702,155,836,11,837,20,ready
设备53,6,6,6690,155,833,11,834,17,ready
设备53,6,12,6666,154,827,11,828,16,ready
设备53,6,24,6618,154,815,11,816,16,ready
设备53,7,3,6702,162,837,14,836,11,ready
设备53,7,6,6690,162,834,14,833,11,ready
设备53,7,12,6666,161,828,14,827,11,ready
设备53,7,24,6618,161,816,14,815,11,ready
设备53,8,3,6705,164,836,10,837,14,ready
设备53,8,6,6696,164,833,10,834,14,ready
设备53,8,12,6678,163,827,10,828,14,ready
设备53,8,24,6642,163,815,10,816,14,ready
设备53,9,3,6710,143,832,35,836,10,ready
设备53,9,6,6704,143,826,35,833,10,ready
设备53,9,12,6692,142,814,35,827,10,ready
设备53,9,24,6668,141,790,35,815,10,ready
设备54,0,3,6564,246,819,52,816,26,ready
设备54,0,6,6555,246,816,52,810,26,ready
设备54,0,12,6537,246,810,52,798,26,ready
设备54,0,24,6501,245,798,52,774,26,ready
设备54,1,3,6558,212,819,60,819,52,ready
设备54,1,6,6543,212,816,60,816,52,ready
设备54,1,12,6513,212,810,60,810,52,ready
设备54,1,24,6453,212,798,59,798,52,ready
设备54,2,3,6565,253,812,11,819,60,ready
设备54,2,6,6556,253,803,11,816,60,ready
设备54,2,12,6538,253,785,11,810,60,ready
设备54,2,24,6502,253,749,11,798,59,ready
设备54,3,3,6565,288,819,25,812,11,ready
设备54,3,6,6556,288,816,25,803,11,ready
设备54,3,12,6538,288,810,25,785,11,ready
设备54,3,24,6502,288,798,25,749,11,ready
设备54,4,3,6558,269,819,30,819,25,ready
设备54,4,6,6543,269,816,30,816,25,ready
设备54,4,12,6513,269,810,30,810,25,ready
设备54,4,24,6453,269,798,30,798,25,ready
设备54,5,3,6559,245,818,49,819,30,ready
设备54,5,6,6544,245,815,49,816,30,ready
设备54,5,12,6514,245,809,49,810,30,ready
设备54,5,24,6454,243,797,49,798,30,ready
设备54,6,3,6559,240,819,35,818,49,ready
设备54,6,6,6544,240,816,35,815,49,ready
设备54,6,12,6514,238,810,35,809,49,ready
设备54,6,24,6454,238,798,33,797,49,ready
设备54,7,3,6558,271,819,18,819,35,ready
设备54,7,6,6543,271,816,18,816,35,ready
设备54,7,12,6513,271,810,16,810,35,ready
设备54,7,24,6453,271,798,16,798,33,ready
设备54,8,3,6562,288,818,18,819,18,ready
设备54,8,6,6550,288,815,18,816,18,ready
设备54,8,12,6526,288,809,18,810,16,ready
设备54,8,24,6478,288,797,18,798,16,ready
设备54,9,3,6565,280,816,26,818,18,ready
设备54,9,6,6556,280,810,26,815,18,ready
设备54,9,12,6538,280,798,26,809,18,ready
设备54,9,24,6502,280,774,26,797,18,ready
设备55,0,3,6563,200,819,40,816,20,ready
设备55,0,6,6554,200,816,40,810,20,ready
设备55,0,12,6536,200,810,40,798,20,ready
设备55,0,24,6500,199,798,40,774,20,ready
设备55,1,3,6558,174,818,46,819,40,ready
设备55,1,6,6543,174,815,46,816,40,ready
设备55,1,12,6513,174,809,46,810,40,ready
设备55,1,24,6453,174,797,45,798,40,ready
设备55,2,3,6564,204,813,10,818,46,ready
设备55,2,6,6555,204,804,10,815,46,ready
设备55,2,12,6537,204,786,10,809,46,ready
设备55,2,24,6501,204,750,10,797,45,ready
设备55,3,3,6564,232,818,18,813,10,ready
设备55,3,6,6555,232,815,18,804,10,ready
设备55,3,12,6537,232,809,18,786,10,ready
设备55,3,24,6501,232,797,18,750,10,ready
设备55,4,3,6558,214,819,28,818,18,ready
设备55,4,6,6543,214,816,28,815,18,ready
设备55,4,12,6513,214,810,28,809,18,ready
设备55,4,24,6453,214,798,28,797,18,ready
设备55,5,3,6557,193,819,39,819,28,ready
设备55,5,6,6542,193,816,39,816,28,ready
设备55,5,12,6512,193,810,39,810,28,ready
设备55,5,24,6452,190,798,39,798,28,ready
设备55,6,3,6558,191,818,30,819,39,ready
设备55,6,6,6543,191,815,30,816,39,ready
设备55,6,12,6513,189,809,30,810,39,ready
设备55,6,24,6453,189,797,27,798,39,ready
设备55,7,3,6558,217,819,13,818,30,ready
设备55,7,6,6543,217,816,13,815,30,ready
设备55,7,12,6513,217,810,11,809,30,ready
设备55,7,24,6453,217,798,11,797,27,ready
设备55,8,3,6561,231,818,16,819,13,ready
设备55,8,6,6549,231,815,16,816,13,ready
设备55,8,12,6525,231,809,16,810,11,ready
设备55,8,24,6477,231,797,16,798,11,ready
设备55,9,3,6564,224,816,20,818,16,ready
设备55,9,6,6555,224,810,20,815,16,ready
设备55,9,12,6537,224,798,20,809,16,ready
设备55,9,24,6501,224,774,20,797,16,ready
设备56,0,3,5290,602,657,9,658,23,ready
设备56,0,6,5275,602,651,9,652,23,ready
设备56,0,12,5245,602,639,9,640,23,ready
设备56,0,24,5185,597,615,9,616,23,ready
设备56,1,3,5285,609,660,16,657,9,ready
设备56,1,6,5264,609,657,16,651,9,ready
设备56,1,12,5222,609,651,16,639,9,ready
设备56,1,24,5138,604,639,16,615,9,ready
设备56,2,3,5288,577,655,41,660,16,ready
设备56,2,6,5270,577,649,41,657,16,ready
设备56,2,12,5234,577,637,41,651,16,ready
设备56,2,24,5162,575,613,38,639,16,ready
设备56,3,3,5288,481,660,113,655,41,ready
设备56,3,6,5270,481,657,113,649,41,ready
设备56,3,12,5234,481,651,113,637,41,ready
设备56,3,24,5162,481,639,111,613,38,ready
设备56,4,3,5282,486,661,34,660,113,ready
设备56,4,6,5261,483,658,34,657,113,ready
设备56,4,12,5219,477,652,34,651,113,ready
设备56,4,24,5135,462,640,34,639,111,ready
设备56,5,3,5284,238,657,361,661,34,ready
设备56,5,6,5263,238,651,358,658,34,ready
设备56,5,12,5221,238,639,352,652,34,ready
设备56,5,24,5137,233,615,340,640,34,ready
设备56,6,3,5285,260,660,12,657,361,ready
设备56,6,6,5264,260,657,12,651,358,ready
设备56,6,12,5222,260,651,12,639,352,ready
设备56,6,24,5138,253,639,12,615,340,ready
设备56,7,3,5285,616,657,7,660,12,ready
设备56,7,6,5264,616,651,7,657,12,ready
设备56,7,12,5222,616,645,7,651,12,ready
设备56,7,24,5138,611,633,5,639,12,ready
设备56,8,3,5288,612,660,16,657,7,ready
设备56,8,6,5270,612,657,16,651,7,ready
设备56,8,12,5234,612,651,16,645,7,ready
设备56,8,24,5162,607,639,16,633,5,ready
设备56,9,3,5287,596,658,23,660,16,ready
设备56,9,6,5269,596,652,23,657,16,ready
设备56,9,12,5239,596,640,23,651,16,ready
设备56,9,24,5179,591,616,23,639,16,ready
设备57,0,3,6404,389,793,30,799,5,ready
设备57,0,6,6395,388,784,30,796,5,ready
设备57,0,12,6377,387,766,29,790,5,ready
设备57,0,24,6341,386,732,27,778,5,ready
设备57,1,3,6401,347,799,46,793,30,ready
设备57,1,6,6389,346,796,46,784,30,ready
设备57,1,12,6365,345,790,46,766,29,ready
设备57,1,24,6317,344,778,46,732,27,ready
设备57,2,3,6396,318,798,59,799,46,ready
设备57,2,6,6378,317,795,59,796,46,ready
设备57,2,12,6342,315,789,59,790,46,ready
设备57,2,24,6270,314,777,59,778,46,ready
设备57,3,3,6399,311,796,53,798,59,ready
设备57,3,6,6384,310,790,53,795,59,ready
设备57,3,12,6354,308,778,52,789,59,ready
设备57,3,24,6294,307,754,52,777,59,ready
设备57,4,3,6398,317,799,54,796,53,ready
设备57,4,6,6383,316,796,54,790,53,ready
设备57,4,12,6353,315,790,53,778,52,ready
设备57,4,24,6293,313,778,53,754,52,ready
设备57,5,3,6396,283,798,86,799,54,ready
设备57,5,6,6378,282,795,86,796,54,ready
设备57,5,12,6342,279,789,86,790,53,ready
设备57,5,24,6270,278,777,85,778,53,ready
设备57,6,3,6396,293,799,44,798,86,ready
设备57,6,6,6378,292,796,44,795,86,ready
设备57,6,12,6342,289,790,43,789,86,ready
设备57,6,24,6270,287,778,43,777,85,ready
设备57,7,3,6395,355,799,24,799,44,ready
设备57,7,6,6377,354,796,24,796,44,ready
设备57,7,12,6341,352,790,23,790,43,ready
设备57,7,24,6269,350,778,22,778,43,ready
设备57,8,3,6402,379,795,21,799,24,ready
设备57,8,6,6390,379,789,20,796,24,ready
设备57,8,12,6366,377,777,20,790,23,ready
设备57,8,24,6318,377,753,18,778,22,ready
设备57,9,3,6402,398,799,5,795,21,ready
设备57,9,6,6390,398,796,5,789,20,ready
设备57,9,12,6366,396,790,5,777,20,ready
设备57,9,24,6320,394,778,5,753,18,ready
设备58,0,3,6353,1121,789,109,793,5,ready
设备58,0,6,6344,1119,783,109,790,5,ready
设备58,0,12,6326,1115,771,109,784,5,ready
设备58,0,24,6290,1103,747,109,772,5,ready
设备58,1,3,6354,1103,789,23,789,109,ready
设备58,1,6,6345,1101,783,23,783,109,ready
设备58,1,12,6327,1097,771,23,771,109,ready
设备58,1,24,6291,1084,747,22,747,109,ready
设备58,2,3,6353,723,790,489,789,23,ready
设备58,2,6,6344,723,784,487,783,23,ready
设备58,2,12,6326,723,772,483,771,23,ready
设备58,2,24,6290,723,748,470,747,22,ready
设备58,3,3,6350,443,792,300,790,489,ready
设备58,3,6,6338,440,789,300,784,487,ready
设备58,3,12,6314,434,783,300,772,483,ready
设备58,3,24,6266,423,771,300,748,470,ready
设备58,4,3,6348,729,792,203,792,300,ready
设备58,4,6,6333,727,789,200,789,300,ready
设备58,4,12,6303,723,783,194,783,300,ready
设备58,4,24,6243,711,771,184,771,300,ready
设备58,5,3,6347,987,793,42,792,203,ready
设备58,5,6,6332,985,790,42,789,200,ready
设备58,5,12,6302,981,784,42,783,194,ready
设备58,5,24,6242,969,772,42,771,184,ready
设备58,6,3,6347,1155,792,38,793,42,ready
设备58,6,6,6332,1153,789,38,790,42,ready
设备58,6,12,6302,1149,783,38,784,42,ready
设备58,6,24,6242,1137,771,38,772,42,ready
设备58,7,3,6348,1181,792,15,792,38,ready
设备58,7,6,6333,1179,789,15,789,38,ready
设备58,7,12,6303,1175,783,15,783,38,ready
设备58,7,24,6243,1163,771,15,771,38,ready
设备58,8,3,6351,1212,792,7,792,15,ready
设备58,8,6,6339,1210,789,7,789,15,ready
设备58,8,12,6315,1206,783,7,783,15,ready
设备58,8,24,6267,1194,771,7,771,15,ready
设备58,9,3,6350,1222,793,5,792,7,ready
设备58,9,6,6338,1220,790,5,789,7,ready
设备58,9,12,6314,1216,784,5,783,7,ready
设备58,9,24,6266,1204,772,5,771,7,ready
设备59,0,3,169,1,19,0,19,0,ready
设备59,0,6,166,1,16,0,16,0,ready
设备59,0,12,160,1,10,0,10,0,ready
设备59,0,24,148,1,0,0,0,0,empty_split
设备59,1,3,166,1,19,0,19,0,ready
设备59,1,6,160,1,16,0,16,0,ready
设备59,1,12,148,1,10,0,10,0,ready
设备59,1,24,126,1,0,0,0,0,empty_split
设备59,2,3,166,1,19,0,19,0,ready
设备59,2,6,160,1,16,0,16,0,ready
设备59,2,12,148,1,10,0,10,0,ready
设备59,2,24,124,1,0,0,0,0,empty_split
设备59,3,3,167,1,18,0,19,0,ready
设备59,3,6,161,1,15,0,16,0,ready
设备59,3,12,149,1,9,0,10,0,ready
设备59,3,24,125,1,0,0,0,0,empty_split
设备59,4,3,167,1,19,0,18,0,ready
设备59,4,6,161,1,16,0,15,0,ready
设备59,4,12,149,1,10,0,9,0,ready
设备59,4,24,125,1,0,0,0,0,empty_split
设备59,5,3,166,1,19,0,19,0,ready
设备59,5,6,160,1,16,0,16,0,ready
设备59,5,12,148,1,10,0,10,0,ready
设备59,5,24,124,1,0,0,0,0,empty_split
设备59,6,3,166,1,19,0,19,0,ready
设备59,6,6,160,1,16,0,16,0,ready
设备59,6,12,148,1,10,0,10,0,ready
设备59,6,24,124,1,0,0,0,0,empty_split
设备59,7,3,166,1,19,0,19,0,ready
设备59,7,6,160,1,16,0,16,0,ready
设备59,7,12,148,1,10,0,10,0,ready
设备59,7,24,129,0,0,0,0,0,empty_split;single_class_train
设备59,8,3,172,0,16,1,19,0,single_class_train
设备59,8,6,169,0,13,1,16,0,single_class_train
设备59,8,12,163,0,7,1,10,0,single_class_train
设备59,8,24,151,0,0,0,0,0,empty_split;single_class_train
设备59,9,3,172,0,19,0,16,1,single_class_train
设备59,9,6,169,0,16,0,13,1,single_class_train
设备59,9,12,163,0,10,0,7,1,single_class_train
设备59,9,24,151,0,0,0,0,0,empty_split;single_class_train
设备5,0,3,6847,355,854,33,851,10,ready
设备5,0,6,6841,355,851,33,845,10,ready
设备5,0,12,6829,355,845,33,833,10,ready
设备5,0,24,6805,353,833,32,809,10,ready
设备5,1,3,6841,196,854,169,854,33,ready
设备5,1,6,6829,196,851,169,851,33,ready
设备5,1,12,6805,196,845,169,845,33,ready
设备5,1,24,6757,195,833,168,833,32,ready
设备5,2,3,6842,219,853,10,854,169,ready
设备5,2,6,6830,219,850,10,851,169,ready
设备5,2,12,6806,219,844,10,845,169,ready
设备5,2,24,6758,218,832,10,833,168,ready
设备5,3,3,6845,371,851,17,853,10,ready
设备5,3,6,6836,371,845,17,850,10,ready
设备5,3,12,6818,371,833,17,844,10,ready
设备5,3,24,6782,371,809,16,832,10,ready
设备5,4,3,6844,361,854,20,851,17,ready
设备5,4,6,6835,361,851,20,845,17,ready
设备5,4,12,6817,361,845,20,833,17,ready
设备5,4,24,6781,361,833,20,809,16,ready
设备5,5,3,6842,309,853,68,854,20,ready
设备5,5,6,6830,308,850,68,851,20,ready
设备5,5,12,6806,307,844,68,845,20,ready
设备5,5,24,6758,306,832,68,833,20,ready
设备5,6,3,6842,285,854,44,853,68,ready
设备5,6,6,6830,285,851,43,850,68,ready
设备5,6,12,6806,285,845,42,844,68,ready
设备5,6,24,6758,284,833,42,832,68,ready
设备5,7,3,6841,340,854,13,854,44,ready
设备5,7,6,6829,340,851,13,851,43,ready
设备5,7,12,6805,340,845,13,845,42,ready
设备5,7,24,6757,338,833,13,833,42,ready
设备5,8,3,6845,372,853,13,854,13,ready
设备5,8,6,6836,372,850,13,851,13,ready
设备5,8,12,6818,372,844,13,845,13,ready
设备5,8,24,6782,371,832,12,833,13,ready
设备5,9,3,6848,375,851,10,853,13,ready
设备5,9,6,6842,375,845,10,850,13,ready
设备5,9,12,6830,375,833,10,844,13,ready
设备5,9,24,6806,373,809,10,832,12,ready
设备60,0,3,6351,111,789,8,792,12,ready
设备60,0,6,6342,111,783,7,789,12,ready
设备60,0,12,6324,111,771,7,783,12,ready
设备60,0,24,6288,111,747,5,771,12,ready
设备60,1,3,6348,108,792,13,789,8,ready
设备60,1,6,6336,108,789,13,783,7,ready
设备60,1,12,6312,108,783,13,771,7,ready
设备60,1,24,6264,108,771,13,747,5,ready
设备60,2,3,6345,103,792,13,792,13,ready
设备60,2,6,6330,102,789,13,789,13,ready
设备60,2,12,6300,102,783,13,783,13,ready
设备60,2,24,6240,101,771,13,771,13,ready
设备60,3,3,6348,92,789,24,792,13,ready
设备60,3,6,6336,91,783,24,789,13,ready
设备60,3,12,6312,91,771,24,783,13,ready
设备60,3,24,6264,90,747,24,771,13,ready
设备60,4,3,6348,90,792,17,789,24,ready
设备60,4,6,6336,89,789,17,783,24,ready
设备60,4,12,6312,89,783,17,771,24,ready
设备60,4,24,6264,88,771,17,747,24,ready
设备60,5,3,6345,95,792,19,792,17,ready
设备60,5,6,6330,94,789,19,789,17,ready
设备60,5,12,6300,94,783,19,783,17,ready
设备60,5,24,6240,93,771,19,771,17,ready
设备60,6,3,6345,104,792,8,792,19,ready
设备60,6,6,6330,103,789,8,789,19,ready
设备60,6,12,6300,103,783,8,783,19,ready
设备60,6,24,6240,102,771,8,771,19,ready
设备60,7,3,6345,115,792,8,792,8,ready
设备60,7,6,6330,114,789,8,789,8,ready
设备60,7,12,6300,114,783,8,783,8,ready
设备60,7,24,6240,113,771,8,771,8,ready
设备60,8,3,6351,116,789,7,792,8,ready
设备60,8,6,6342,115,783,7,789,8,ready
设备60,8,12,6324,115,771,7,783,8,ready
设备60,8,24,6288,114,747,7,771,8,ready
设备60,9,3,6351,112,792,12,789,7,ready
设备60,9,6,6342,111,789,12,783,7,ready
设备60,9,12,6324,111,783,12,771,7,ready
设备60,9,24,6288,109,771,12,747,7,ready
设备61,0,3,5601,167,699,6,697,10,ready
设备61,0,6,5586,167,696,6,691,10,ready
设备61,0,12,5556,165,690,6,679,10,ready
设备61,0,24,5496,164,678,6,655,10,ready
设备61,1,3,5596,99,699,78,699,6,ready
设备61,1,6,5575,99,696,78,696,6,ready
设备61,1,12,5533,97,690,78,690,6,ready
设备61,1,24,5449,93,678,77,678,6,ready
设备61,2,3,5596,93,699,12,699,78,ready
设备61,2,6,5575,93,696,12,696,78,ready
设备61,2,12,5533,91,690,12,690,78,ready
设备61,2,24,5449,91,678,8,678,77,ready
设备61,3,3,5596,145,699,26,699,12,ready
设备61,3,6,5575,145,696,26,696,12,ready
设备61,3,12,5533,143,690,26,690,12,ready
设备61,3,24,5449,143,678,26,678,8,ready
设备61,4,3,5599,139,696,18,699,26,ready
设备61,4,6,5581,139,690,18,696,26,ready
设备61,4,12,5545,137,678,18,690,26,ready
设备61,4,24,5473,137,654,18,678,26,ready
设备61,5,3,5602,155,696,10,696,18,ready
设备61,5,6,5587,154,690,10,690,18,ready
设备61,5,12,5557,152,678,10,678,18,ready
