Device_Name,Category,File_Path,Root_Path,Data_Path,Sparsity,Mean_Intensity,CV,Cluster,Label,Model,Window_Count,Level4_Positive_Windows,Level4_Total_Count,Input_SHA256
设备64,S5300_S5328C-EI,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/S5300_S5328C-EI/设备64/window_60_data2.csv,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/S5300_S5328C-EI/设备64,window_60_data2.csv,0.9959819678557429,0.004214033712269698,16.074108389556155,0,Sparse,PatchTST,10204,41,43.0,c834f285a843e18cfcaa2303a5829b061feb8ef954b2b7c412a7eb6c3b219015
设备65,S5300_S5328C-EI,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/S5300_S5328C-EI/设备65/window_60_data2.csv,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/S5300_S5328C-EI/设备65,window_60_data2.csv,0.9962759702077617,0.004018032144257154,16.861175126627536,0,Sparse,PatchTST,10204,38,41.0,01ce7e05722b11f2b7b67fed833cd777f26730596f05b904c0ee318077d60846
设备66,S5300_S5328C-EI,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/S5300_S5328C-EI/设备66/window_60_data2.csv,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/S5300_S5328C-EI/设备66,window_60_data2.csv,0.9963739709917679,0.003920031360250882,17.098684159899555,0,Sparse,PatchTST,10204,37,40.0,d97f11d899945e10195638fa6f666759540243fb48b14e61739e9154c4a2676f
设备67,S5300_S5328C-EI,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/S5300_S5328C-EI/设备67/window_60_data2.csv,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/S5300_S5328C-EI/设备67,window_60_data2.csv,0.9966679733437868,0.003724029792238338,19.143068294082624,0,Sparse,PatchTST,10204,34,38.0,ca4d8b9b866ef3ae6682637cc8938d3970a2a6d3f2e14bb26e8cf7b4d4a514bd
设备69,S9300_S9303,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/S9300_S9303/设备69/window_60_data2.csv,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/S9300_S9303/设备69,window_60_data2.csv,0.9987259898079185,0.0015680125441003528,33.39255156468281,0,Sparse,PatchTST,10204,13,16.0,cd71f92fc8c6ba6462e3cbc83e1ccf6a5e105bf92efc3ea11387be1ddcf77a34
设备70,S9300_S9303,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/S9300_S9303/设备70/window_60_data2.csv,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/S9300_S9303/设备70,window_60_data2.csv,0.9987259898079185,0.0015680125441003528,33.39255156468281,0,Sparse,PatchTST,10204,13,16.0,027d88b341c7ba527e946d887e58301d2f476e2a408bab9f2d3b7ebb2d288196
设备71,S5300_S5328C-EI,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/S5300_S5328C-EI/设备71/window_60_data2.csv,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/S5300_S5328C-EI/设备71,window_60_data2.csv,0.9864758918071345,0.01675813406507252,9.491001067428384,2,Intermittent,iTransformer,10204,138,171.0,d4386ba86a510d5561ba9d1e36d9c73f58ab65df7d95563cdd18c6242ecd6539
设备72,S5300_S5328C-EI,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/S5300_S5328C-EI/设备72/window_60_data2.csv,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/S5300_S5328C-EI/设备72,window_60_data2.csv,0.9861818894551156,0.01715013720109761,9.378817644466881,2,Intermittent,iTransformer,10204,141,175.0,807885a844c27ac614dbd728eed4c3a3bb7792cc0d397ff37062aa0c89a54b70
设备73,S9300_S9303,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/S9300_S9303/设备73/window_60_data2.csv,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/S9300_S9303/设备73,window_60_data2.csv,0.986671893375147,0.016268130145041162,9.294671217950075,2,Intermittent,iTransformer,10204,136,166.0,ff9b7356250b9074bd0e57863d1247f7cbcb770019660f223bca43ea9e69853d
设备74,S9300_S9303,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/S9300_S9303/设备74/window_60_data2.csv,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/S9300_S9303/设备74,window_60_data2.csv,0.9865738925911407,0.016562132497059977,9.263730787239878,2,Intermittent,iTransformer,10204,137,169.0,b3958ca68a1f3158437631aae337362f491dc36e6eac86e10ff74e1e09a7cf21
设备75,NE20E-8,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/NE20E-8/设备75/window_60_data.csv,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/NE20E-8/设备75,window_60_data.csv,0.9788318306546452,0.038612308898471184,9.196917556183523,2,Intermittent,iTransformer,10204,216,394.0,80b305093dd53d5b91473afd21bdac12ebd236bdad15e07e19774ec70fc9b15b
设备76,NE20E-8,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/NE20E-8/设备76/window_60_data.csv,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/NE20E-8/设备76,window_60_data.csv,0.9814778518228146,0.02254018032144257,7.915455915109715,2,Intermittent,iTransformer,10204,189,230.0,73c96bdd426bdd7743b84d6d49514053dfa7997170470fcdf87cfe5a64b5deb7
设备78,S5300_S5352C-EI,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/S5300_S5352C-EI/设备78/window_60_data2.csv,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/S5300_S5352C-EI/设备78,window_60_data2.csv,0.9936299490395923,0.006468051744413956,12.581378809400748,2,Intermittent,iTransformer,10204,65,66.0,7bab7125a081c59cfa844ccd9cf0073b67363b88d99eb8f8a5bde640999ec693
设备79,S5300_S5328C-EI,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/S5300_S5328C-EI/设备79/window_60_data2.csv,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/S5300_S5328C-EI/设备79,window_60_data2.csv,0.9931399451195609,0.0071540572324578595,12.258452455183084,2,Intermittent,iTransformer,10204,70,73.0,4f63ef9bb9e8702a1e53152dcfebba8f8354e4fafe08f5361671d5c767e02fce
设备80,S5300_S5328C-EI,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/S5300_S5328C-EI/设备80/window_60_data2.csv,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/S5300_S5328C-EI/设备80,window_60_data2.csv,0.9848098784790278,0.015484123872990984,8.126178072679629,2,Intermittent,iTransformer,10204,155,158.0,8383ec51b2ecf2a6bf6fe3f9a8660e3e50d95d1e9b895adb036040fbbba11b62
设备81,S9300_S9303,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/S9300_S9303/设备81/window_60_data2.csv,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/S9300_S9303/设备81,window_60_data2.csv,0.9980399843198745,0.002156017248137985,23.391211177076286,0,Sparse,PatchTST,10204,20,22.0,253ed8a264b10ad00171ce9a1ce7dd1614d96d5c0f3aee7f19cccd8dd26a18ba
设备82,S5300_S5328C-EI,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/S5300_S5328C-EI/设备82/window_60_data2.csv,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/S5300_S5328C-EI/设备82,window_60_data2.csv,0.9966679733437868,0.003724029792238338,18.001615809286463,0,Sparse,PatchTST,10204,34,38.0,184f44410a5f52fd24a6b9e40c9ff7a1d0883826f00be248543e74d4063060eb
设备83,NE40E-X3,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/NE40E-X3/设备83/window_60_data.csv,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/NE40E-X3/设备83,window_60_data.csv,0.9182673461387691,0.22814582516660134,5.039531202570095,1,Dense,Informer,10204,834,2328.0,f1f47cbd43206c58d884835fefbb13a918632d73ae826d1e1bce72ce22029d0b
设备85,S9300_S9306,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/S9300_S9306/设备85/window_60_data2.csv,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/S9300_S9306/设备85,window_60_data2.csv,0.9980399843198745,0.002058016464131713,23.047373080151495,0,Sparse,PatchTST,10204,20,21.0,6037e61fe782cef9d6ded1e72dc2496bf93b129080ebb209fc959e657588009f
设备86,S9300_S9306,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/S9300_S9306/设备86/window_60_data2.csv,/Users/leopold/Developer/fault-forecast/Time-Series-Library/dataset/fault/S9300_S9306/设备86,window_60_data2.csv,0.997843982751862,0.0022540180321442573,21.93696933987294,0,Sparse,PatchTST,10204,22,23.0,b6ef6ab54d00aad39a0788bde11f5b3f62fed7b238e4fc54f5d228c313a6d00d
