Device,Seq_Len,MSE,MAE,Model
设备49,6,0.028621374043840186,0.03353301294093185,XGBoost
设备49,12,0.023248707100679906,0.032795356735477496,XGBoost
设备49,24,0.02542517256374829,0.03279513214469644,XGBoost
设备44,3,0.015111737868613853,0.027588403528663003,XGBoost
设备44,6,0.014291790810572799,0.026845229362301968,XGBoost
设备44,12,0.01439791164975408,0.02704899915132732,XGBoost
设备44,24,0.014073142996967587,0.026490718937316117,XGBoost
设备16,3,0.003429875719880686,0.00579945980774267,XGBoost
设备16,6,0.0034501243684643334,0.005807002417699836,XGBoost
设备16,12,0.003453864346728911,0.005829603588877702,XGBoost
设备16,24,0.0034621389968386047,0.005726547510313302,XGBoost
设备25,3,0.002470299437417809,0.009475482437013119,XGBoost
设备25,6,0.0024704162255951203,0.00946018774194789,XGBoost
设备25,12,0.002472748753681811,0.009218335428237258,XGBoost
设备25,24,0.0024794172265847204,0.008968313438918492,XGBoost
设备23,3,0.0024712225001743285,0.00928269242635111,XGBoost
设备23,6,0.002475301109910909,0.00920083324342747,XGBoost
设备23,12,0.0024752046700649466,0.008814677526665529,XGBoost
设备23,24,0.002482287715802396,0.008352027933020877,XGBoost
设备64,3,0.002006598510128318,0.005912922767307181,XGBoost
设备64,6,0.002027278800505883,0.0054962096891055506,XGBoost
设备64,12,0.0020346633509864785,0.005581148617588945,XGBoost
设备64,24,0.002073542800071315,0.005088175657252856,XGBoost
设备45,3,0.014757692268585124,0.029422490512117167,XGBoost
设备45,6,0.014097245433105155,0.028671944224476522,XGBoost
设备45,12,0.014174865414749247,0.02879524899828428,XGBoost
设备45,24,0.013598434655793384,0.02780673221441641,XGBoost
设备54,3,0.00956739633985852,0.023504971730076086,XGBoost
设备54,6,0.009332984594276108,0.023309691537482042,XGBoost
设备54,12,0.009781968249988388,0.02406127268221008,XGBoost
设备54,24,0.010415465836106768,0.023667876339244907,XGBoost
设备48,3,0.000986203497901249,0.0032722084334239707,XGBoost
设备48,6,0.0009866450124861228,0.0032831486671770394,XGBoost
设备48,12,0.0009863949690342695,0.0031668172196666435,XGBoost
设备48,24,0.0009877158751905198,0.003046851230200658,XGBoost
设备72,3,0.020367278868549228,0.03117233591399711,XGBoost
设备72,6,0.020544080644558222,0.03143988144492694,XGBoost
设备72,12,0.02079447620447916,0.03133964317002575,XGBoost
设备72,24,0.021174317518340514,0.029905736288568095,XGBoost
设备37,3,0.0024148502069425946,0.005353915207599058,XGBoost
设备37,6,0.0024344567925380246,0.005191036263268496,XGBoost
设备37,12,0.0024367741833618696,0.005339725466825108,XGBoost
设备37,24,0.0025034010839444466,0.005256593731528858,XGBoost
设备24,3,0.0024670556392416697,0.009009837453097967,XGBoost
设备24,6,0.002477812965159822,0.008755499027628342,XGBoost
设备24,12,0.0028198332819977276,0.009151976383389387,XGBoost
设备24,24,0.00247394847309579,0.008429378671008977,XGBoost
设备7,3,0.0010302543399915696,0.007747600220795401,XGBoost
设备7,6,0.0009609521710981466,0.0071626349683284905,XGBoost
设备7,12,0.0009609031485565551,0.006765857821923295,XGBoost
设备7,24,0.0013391737046600989,0.006353997860299624,XGBoost
设备3,3,0.0077795437986947925,0.014909296438448398,XGBoost
设备3,6,0.007372408494748547,0.013934004825868589,XGBoost
