Device,SAFE-Rich,SAFE-Basic,Stacking,Informer,PatchTST,iTransformer
设备27,0.003541000042857143,0.003186351425,0.0891188390619578,0.12551458125,0.067129404,0.0034078463
设备58,0.0006126223262500001,0.0006435247875,0.0280091391622206,0.0569808135,0.0006578271375,0.00135161965
设备69,0.0012918105,0.0010318448575000001,0.04449220033868832,0.03846872675,0.015486247250000001,0.01043227025
设备83,0.51976913875,0.50195162,0.42144905940975935,0.523584375,0.47114026999999997,0.431054695
