Device,SAFE-Rich,SAFE-Basic,Stacking,Informer,PatchTST,iTransformer
设备27,0.002111776657142857,0.0020654284,0.9533747598764938,0.9470603525,0.9775154175,0.00196998445
设备58,6.4988559375e-07,5.178936025e-07,0.000786189640153525,0.006977968425,5.53058844e-07,2.2410356325e-06
设备69,0.0005461242825,0.000566646825,0.17946697107936688,0.1496117275,0.15552610249999999,0.14071111
设备83,2.4541963375,2.374250875,1.824778113208476,2.679003025,2.751113375,2.78544545
