device,seq_len,split,rows,target_start,target_end,windows,gap_rejected,positive,negative
设备50,3,train,9220,0,6454,6448,3,467,5981
设备50,3,val,9220,6454,7376,922,0,60,862
设备50,3,test,9220,7376,9220,1844,0,72,1772
设备50,6,train,9220,0,6454,6442,6,467,5975
设备50,6,val,9220,6454,7376,922,0,60,862
设备50,6,test,9220,7376,9220,1844,0,72,1772
设备50,12,train,9220,0,6454,6430,12,466,5964
设备50,12,val,9220,6454,7376,922,0,60,862
设备50,12,test,9220,7376,9220,1844,0,72,1772
设备50,24,train,9220,0,6454,6406,24,466,5940
设备50,24,val,9220,6454,7376,922,0,60,862
设备50,24,test,9220,7376,9220,1844,0,72,1772
设备51,3,train,9220,0,6454,6448,3,470,5978
设备51,3,val,9220,6454,7376,922,0,41,881
设备51,3,test,9220,7376,9220,1844,0,38,1806
设备51,6,train,9220,0,6454,6442,6,470,5972
设备51,6,val,9220,6454,7376,922,0,41,881
设备51,6,test,9220,7376,9220,1844,0,38,1806
设备51,12,train,9220,0,6454,6430,12,469,5961
设备51,12,val,9220,6454,7376,922,0,41,881
设备51,12,test,9220,7376,9220,1844,0,38,1806
设备51,24,train,9220,0,6454,6406,24,469,5937
设备51,24,val,9220,6454,7376,922,0,41,881
设备51,24,test,9220,7376,9220,1844,0,38,1806
设备52,3,train,8686,0,6080,6074,3,208,5866
设备52,3,val,8686,6080,6949,869,0,20,849
设备52,3,test,8686,6949,8686,1734,3,36,1698
设备52,6,train,8686,0,6080,6068,6,208,5860
设备52,6,val,8686,6080,6949,869,0,20,849
设备52,6,test,8686,6949,8686,1731,6,36,1695
设备52,12,train,8686,0,6080,6056,12,206,5850
设备52,12,val,8686,6080,6949,869,0,20,849
设备52,12,test,8686,6949,8686,1725,12,36,1689
设备52,24,train,8686,0,6080,6032,24,206,5826
设备52,24,val,8686,6080,6949,869,0,20,849
设备52,24,test,8686,6949,8686,1713,24,36,1677
设备53,3,train,8395,0,5876,5865,8,160,5705
设备53,3,val,8395,5876,6716,840,0,12,828
设备53,3,test,8395,6716,8395,1679,0,24,1655
设备53,6,train,8395,0,5876,5856,14,160,5696
设备53,6,val,8395,5876,6716,840,0,12,828
设备53,6,test,8395,6716,8395,1679,0,24,1655
设备53,12,train,8395,0,5876,5838,26,159,5679
设备53,12,val,8395,5876,6716,840,0,12,828
设备53,12,test,8395,6716,8395,1679,0,24,1655
设备53,24,train,8395,0,5876,5802,50,159,5643
设备53,24,val,8395,5876,6716,840,0,12,828
设备53,24,test,8395,6716,8395,1679,0,24,1655
设备54,3,train,8218,0,5752,5740,9,288,5452
设备54,3,val,8218,5752,6575,823,0,41,782
设备54,3,test,8218,6575,8218,1643,0,40,1603
设备54,6,train,8218,0,5752,5728,18,288,5440
设备54,6,val,8218,5752,6575,823,0,41,782
设备54,6,test,8218,6575,8218,1643,0,40,1603
设备54,12,train,8218,0,5752,5704,36,288,5416
设备54,12,val,8218,5752,6575,823,0,41,782
设备54,12,test,8218,6575,8218,1643,0,40,1603
设备54,24,train,8218,0,5752,5656,72,288,5368
设备54,24,val,8218,5752,6575,823,0,41,782
设备54,24,test,8218,6575,8218,1643,0,40,1603
设备55,3,train,8216,0,5751,5739,9,212,5527
设备55,3,val,8216,5751,6573,822,0,30,792
设备55,3,test,8216,6573,8216,1643,0,31,1612
设备55,6,train,8216,0,5751,5727,18,212,5515
设备55,6,val,8216,5751,6573,822,0,30,792
设备55,6,test,8216,6573,8216,1643,0,31,1612
设备55,12,train,8216,0,5751,5703,36,212,5491
设备55,12,val,8216,5751,6573,822,0,30,792
设备55,12,test,8216,6573,8216,1643,0,31,1612
设备55,24,train,8216,0,5751,5655,72,212,5443
设备55,24,val,8216,5751,6573,822,0,30,792
设备55,24,test,8216,6573,8216,1643,0,31,1612
设备56,3,train,8112,0,5678,5666,9,799,4867
设备56,3,val,8112,5678,6490,812,0,20,792
设备56,3,test,8112,6490,8112,1622,0,32,1590
设备56,6,train,8112,0,5678,5654,18,799,4855
设备56,6,val,8112,5678,6490,812,0,20,792
设备56,6,test,8112,6490,8112,1622,0,32,1590
设备56,12,train,8112,0,5678,5630,36,799,4831
设备56,12,val,8112,5678,6490,812,0,20,792
设备56,12,test,8112,6490,8112,1622,0,32,1590
设备56,24,train,8112,0,5678,5582,72,797,4785
设备56,24,val,8112,5678,6490,812,0,20,792
设备56,24,test,8112,6490,8112,1622,0,32,1590
设备57,3,train,8017,0,5611,5599,9,351,5248
设备57,3,val,8017,5611,6414,803,0,48,755
设备57,3,test,8017,6414,8017,1600,3,47,1553
设备57,6,train,8017,0,5611,5587,18,351,5236
设备57,6,val,8017,5611,6414,803,0,48,755
设备57,6,test,8017,6414,8017,1597,6,46,1551
设备57,12,train,8017,0,5611,5563,36,349,5214
设备57,12,val,8017,5611,6414,803,0,48,755
设备57,12,test,8017,6414,8017,1591,12,46,1545
设备57,24,train,8017,0,5611,5515,72,349,5166
设备57,24,val,8017,5611,6414,803,0,48,755
设备57,24,test,8017,6414,8017,1579,24,45,1534
设备58,3,train,9294,0,6505,6499,3,2180,4319
设备58,3,val,9294,6505,7436,931,0,399,532
设备58,3,test,9294,7436,9294,1858,0,781,1077
设备58,6,train,9294,0,6505,6493,6,2177,4316
设备58,6,val,9294,6505,7436,931,0,399,532
设备58,6,test,9294,7436,9294,1858,0,781,1077
设备58,12,train,9294,0,6505,6481,12,2171,4310
设备58,12,val,9294,6505,7436,931,0,399,532
设备58,12,test,9294,7436,9294,1858,0,781,1077
设备58,24,train,9294,0,6505,6457,24,2159,4298
设备58,24,val,9294,6505,7436,931,0,399,532
设备58,24,test,9294,7436,9294,1858,0,781,1077
设备59,3,train,218,0,152,149,0,0,149
设备59,3,val,218,152,175,23,0,0,23
设备59,3,test,218,175,218,41,2,1,40
设备59,6,train,218,0,152,146,0,0,146
设备59,6,val,218,152,175,23,0,0,23
设备59,6,test,218,175,218,41,2,1,40
设备59,12,train,218,0,152,140,0,0,140
设备59,12,val,218,152,175,23,0,0,23
设备59,12,test,218,175,218,41,2,1,40
设备59,24,train,218,0,152,128,0,0,128
设备59,24,val,218,152,175,23,0,0,23
设备59,24,test,218,175,218,41,2,1,40
设备5,3,train,8567,0,5996,5987,6,336,5651
设备5,3,val,8567,5996,6854,858,0,45,813
设备5,3,test,8567,6854,8567,1713,0,26,1687
设备5,6,train,8567,0,5996,5978,12,336,5642
设备5,6,val,8567,5996,6854,858,0,45,813
设备5,6,test,8567,6854,8567,1713,0,26,1687
设备5,12,train,8567,0,5996,5960,24,336,5624
设备5,12,val,8567,5996,6854,858,0,45,813
设备5,12,test,8567,6854,8567,1713,0,26,1687
设备5,24,train,8567,0,5996,5924,48,335,5589
设备5,24,val,8567,5996,6854,858,0,45,813
设备5,24,test,8567,6854,8567,1713,0,26,1687
设备60,3,train,8162,0,5713,5704,6,1106,4598
设备60,3,val,8162,5713,6530,817,0,11,806
设备60,3,test,8162,6530,8162,1629,3,16,1613
设备60,6,train,8162,0,5713,5695,12,1102,4593
设备60,6,val,8162,5713,6530,817,0,11,806
设备60,6,test,8162,6530,8162,1626,6,16,1610
设备60,12,train,8162,0,5713,5677,24,1098,4579
设备60,12,val,8162,5713,6530,817,0,11,806
设备60,12,test,8162,6530,8162,1620,12,16,1604
设备60,24,train,8162,0,5713,5641,48,1087,4554
设备60,24,val,8162,5713,6530,817,0,11,806
设备60,24,test,8162,6530,8162,1608,24,16,1592
设备61,3,train,7064,0,4944,4932,9,161,4771
设备61,3,val,7064,4944,5652,708,0,9,699
设备61,3,test,7064,5652,7064,1406,6,18,1388
设备61,6,train,7064,0,4944,4920,18,161,4759
设备61,6,val,7064,4944,5652,708,0,9,699
设备61,6,test,7064,5652,7064,1400,12,18,1382
设备61,12,train,7064,0,4944,4896,36,161,4735
设备61,12,val,7064,4944,5652,708,0,9,699
设备61,12,test,7064,5652,7064,1388,24,16,1372
设备61,24,train,7064,0,4944,4848,72,161,4687
设备61,24,val,7064,4944,5652,708,0,9,699
设备61,24,test,7064,5652,7064,1364,48,15,1349
设备62,3,train,271,0,189,186,0,0,186
设备62,3,val,271,189,217,28,0,0,28
设备62,3,test,271,217,271,48,6,3,45
设备62,6,train,271,0,189,183,0,0,183
设备62,6,val,271,189,217,28,0,0,28
设备62,6,test,271,217,271,42,12,3,39
设备62,12,train,271,0,189,177,0,0,177
设备62,12,val,271,189,217,28,0,0,28
设备62,12,test,271,217,271,30,24,3,27
设备62,24,train,271,0,189,165,0,0,165
设备62,24,val,271,189,217,28,0,0,28
设备62,24,test,271,217,271,6,48,2,4
设备63,3,train,9192,0,6434,6428,3,384,6044
设备63,3,val,9192,6434,7354,920,0,76,844
设备63,3,test,9192,7354,9192,1838,0,49,1789
设备63,6,train,9192,0,6434,6422,6,384,6038
设备63,6,val,9192,6434,7354,920,0,76,844
设备63,6,test,9192,7354,9192,1838,0,49,1789
设备63,12,train,9192,0,6434,6410,12,384,6026
设备63,12,val,9192,6434,7354,920,0,76,844
设备63,12,test,9192,7354,9192,1838,0,49,1789
设备63,24,train,9192,0,6434,6386,24,384,6002
设备63,24,val,9192,6434,7354,920,0,76,844
设备63,24,test,9192,7354,9192,1838,0,49,1789
设备64,3,train,9192,0,6434,6428,3,330,6098
设备64,3,val,9192,6434,7354,920,0,64,856
设备64,3,test,9192,7354,9192,1838,0,43,1795
设备64,6,train,9192,0,6434,6422,6,330,6092
设备64,6,val,9192,6434,7354,920,0,64,856
设备64,6,test,9192,7354,9192,1838,0,43,1795
设备64,12,train,9192,0,6434,6410,12,330,6080
设备64,12,val,9192,6434,7354,920,0,64,856
设备64,12,test,9192,7354,9192,1838,0,43,1795
设备64,24,train,9192,0,6434,6386,24,330,6056
设备64,24,val,9192,6434,7354,920,0,64,856
设备64,24,test,9192,7354,9192,1838,0,43,1795
设备65,3,train,8017,0,5611,5605,3,239,5366
设备65,3,val,8017,5611,6414,803,0,40,763
设备65,3,test,8017,6414,8017,1597,6,55,1542
设备65,6,train,8017,0,5611,5599,6,239,5360
设备65,6,val,8017,5611,6414,803,0,40,763
设备65,6,test,8017,6414,8017,1591,12,55,1536
设备65,12,train,8017,0,5611,5587,12,238,5349
设备65,12,val,8017,5611,6414,803,0,40,763
设备65,12,test,8017,6414,8017,1579,24,55,1524
设备65,24,train,8017,0,5611,5563,24,238,5325
设备65,24,val,8017,5611,6414,803,0,40,763
设备65,24,test,8017,6414,8017,1555,48,55,1500
设备66,3,train,6923,0,4846,4834,9,178,4656
设备66,3,val,6923,4846,5539,693,0,24,669
设备66,3,test,6923,5539,6923,1378,6,22,1356
设备66,6,train,6923,0,4846,4822,18,178,4644
设备66,6,val,6923,4846,5539,693,0,24,669
设备66,6,test,6923,5539,6923,1372,12,22,1350
设备66,12,train,6923,0,4846,4798,36,178,4620
设备66,12,val,6923,4846,5539,693,0,24,669
设备66,12,test,6923,5539,6923,1360,24,22,1338
设备66,24,train,6923,0,4846,4750,72,178,4572
设备66,24,val,6923,4846,5539,693,0,24,669
设备66,24,test,6923,5539,6923,1336,48,22,1314
设备67,3,train,8808,0,6165,6159,3,321,5838
设备67,3,val,8808,6165,7047,882,0,85,797
设备67,3,test,8808,7047,8808,1758,3,60,1698
设备67,6,train,8808,0,6165,6153,6,321,5832
设备67,6,val,8808,6165,7047,882,0,85,797
设备67,6,test,8808,7047,8808,1755,6,60,1695
设备67,12,train,8808,0,6165,6141,12,321,5820
设备67,12,val,8808,6165,7047,882,0,85,797
设备67,12,test,8808,7047,8808,1749,12,60,1689
设备67,24,train,8808,0,6165,6117,24,320,5797
设备67,24,val,8808,6165,7047,882,0,85,797
设备67,24,test,8808,7047,8808,1737,24,60,1677
设备68,3,train,2177,0,1523,1508,12,18,1490
设备68,3,val,2177,1523,1742,219,0,1,218
设备68,3,test,2177,1742,2177,428,7,4,424
设备68,6,train,2177,0,1523,1496,21,17,1479
设备68,6,val,2177,1523,1742,219,0,1,218
设备68,6,test,2177,1742,2177,422,13,4,418
设备68,12,train,2177,0,1523,1472,39,17,1455
设备68,12,val,2177,1523,1742,219,0,1,218
设备68,12,test,2177,1742,2177,410,25,4,406
设备68,24,train,2177,0,1523,1424,75,14,1410
设备68,24,val,2177,1523,1742,219,0,1,218
设备68,24,test,2177,1742,2177,386,49,4,382
设备69,3,train,9128,0,6389,6383,3,505,5878
设备69,3,val,9128,6389,7303,914,0,95,819
设备69,3,test,9128,7303,9128,1825,0,76,1749
设备69,6,train,9128,0,6389,6377,6,505,5872
设备69,6,val,9128,6389,7303,914,0,95,819
设备69,6,test,9128,7303,9128,1825,0,76,1749
设备69,12,train,9128,0,6389,6365,12,503,5862
设备69,12,val,9128,6389,7303,914,0,95,819
设备69,12,test,9128,7303,9128,1825,0,76,1749
设备69,24,train,9128,0,6389,6341,24,503,5838
设备69,24,val,9128,6389,7303,914,0,95,819
设备69,24,test,9128,7303,9128,1825,0,76,1749
设备6,3,train,7919,0,5543,5536,4,588,4948
设备6,3,val,7919,5543,6336,793,0,20,773
设备6,3,test,7919,6336,7919,1583,0,23,1560
设备6,6,train,7919,0,5543,5530,7,588,4942
设备6,6,val,7919,5543,6336,793,0,20,773
设备6,6,test,7919,6336,7919,1583,0,23,1560
设备6,12,train,7919,0,5543,5518,13,588,4930
设备6,12,val,7919,5543,6336,793,0,20,773
设备6,12,test,7919,6336,7919,1583,0,23,1560
设备6,24,train,7919,0,5543,5494,25,588,4906
设备6,24,val,7919,5543,6336,793,0,20,773
设备6,24,test,7919,6336,7919,1583,0,23,1560
设备70,3,train,9247,0,6472,6466,3,362,6104
设备70,3,val,9247,6472,7398,926,0,59,867
设备70,3,test,9247,7398,9247,1849,0,71,1778
设备70,6,train,9247,0,6472,6460,6,362,6098
设备70,6,val,9247,6472,7398,926,0,59,867
设备70,6,test,9247,7398,9247,1849,0,71,1778
设备70,12,train,9247,0,6472,6448,12,362,6086
设备70,12,val,9247,6472,7398,926,0,59,867
设备70,12,test,9247,7398,9247,1849,0,71,1778
设备70,24,train,9247,0,6472,6424,24,362,6062
设备70,24,val,9247,6472,7398,926,0,59,867
设备70,24,test,9247,7398,9247,1849,0,71,1778
设备71,3,train,8934,0,6253,6247,3,471,5776
设备71,3,val,8934,6253,7148,895,0,116,779
设备71,3,test,8934,7148,8934,1783,3,112,1671
设备71,6,train,8934,0,6253,6241,6,471,5770
设备71,6,val,8934,6253,7148,895,0,116,779
设备71,6,test,8934,7148,8934,1780,6,112,1668
设备71,12,train,8934,0,6253,6229,12,470,5759
设备71,12,val,8934,6253,7148,895,0,116,779
设备71,12,test,8934,7148,8934,1774,12,112,1662
设备71,24,train,8934,0,6253,6205,24,468,5737
设备71,24,val,8934,6253,7148,895,0,116,779
设备71,24,test,8934,7148,8934,1762,24,112,1650
设备72,3,train,8934,0,6253,6247,3,443,5804
设备72,3,val,8934,6253,7148,895,0,107,788
设备72,3,test,8934,7148,8934,1783,3,106,1677
设备72,6,train,8934,0,6253,6241,6,443,5798
设备72,6,val,8934,6253,7148,895,0,107,788
设备72,6,test,8934,7148,8934,1780,6,106,1674
设备72,12,train,8934,0,6253,6229,12,442,5787
设备72,12,val,8934,6253,7148,895,0,107,788
设备72,12,test,8934,7148,8934,1774,12,106,1668
设备72,24,train,8934,0,6253,6205,24,441,5764
设备72,24,val,8934,6253,7148,895,0,107,788
设备72,24,test,8934,7148,8934,1762,24,106,1656
设备73,3,train,8861,0,6202,6196,3,490,5706
设备73,3,val,8861,6202,7089,887,0,104,783
设备73,3,test,8861,7089,8861,1769,3,111,1658
设备73,6,train,8861,0,6202,6190,6,489,5701
设备73,6,val,8861,6202,7089,887,0,104,783
设备73,6,test,8861,7089,8861,1766,6,111,1655
设备73,12,train,8861,0,6202,6178,12,487,5691
设备73,12,val,8861,6202,7089,887,0,104,783
设备73,12,test,8861,7089,8861,1760,12,111,1649
设备73,24,train,8861,0,6202,6154,24,485,5669
设备73,24,val,8861,6202,7089,887,0,104,783
设备73,24,test,8861,7089,8861,1748,24,111,1637
设备74,3,train,8861,0,6202,6196,3,298,5898
设备74,3,val,8861,6202,7089,887,0,56,831
设备74,3,test,8861,7089,8861,1769,3,69,1700
设备74,6,train,8861,0,6202,6190,6,297,5893
设备74,6,val,8861,6202,7089,887,0,56,831
设备74,6,test,8861,7089,8861,1766,6,69,1697
设备74,12,train,8861,0,6202,6178,12,296,5882
设备74,12,val,8861,6202,7089,887,0,56,831
设备74,12,test,8861,7089,8861,1760,12,69,1691
设备74,24,train,8861,0,6202,6154,24,295,5859
设备74,24,val,8861,6202,7089,887,0,56,831
设备74,24,test,8861,7089,8861,1748,24,69,1679
设备75,3,train,7702,0,5391,5379,9,153,5226
设备75,3,val,7702,5391,6162,771,0,12,759
设备75,3,test,7702,6162,7702,1537,3,46,1491
设备75,6,train,7702,0,5391,5367,18,153,5214
设备75,6,val,7702,5391,6162,771,0,12,759
设备75,6,test,7702,6162,7702,1534,6,46,1488
设备75,12,train,7702,0,5391,5343,36,152,5191
设备75,12,val,7702,5391,6162,771,0,12,759
设备75,12,test,7702,6162,7702,1528,12,46,1482
设备75,24,train,7702,0,5391,5295,72,151,5144
设备75,24,val,7702,5391,6162,771,0,12,759
设备75,24,test,7702,6162,7702,1516,24,46,1470
设备76,3,train,7431,0,5201,5188,10,133,5055
设备76,3,val,7431,5201,5945,744,0,20,724
设备76,3,test,7431,5945,7431,1483,3,30,1453
设备76,6,train,7431,0,5201,5176,19,133,5043
设备76,6,val,7431,5201,5945,744,0,20,724
设备76,6,test,7431,5945,7431,1480,6,29,1451
设备76,12,train,7431,0,5201,5152,37,132,5020
设备76,12,val,7431,5201,5945,744,0,20,724
设备76,12,test,7431,5945,7431,1474,12,28,1446
设备76,24,train,7431,0,5201,5104,73,131,4973
设备76,24,val,7431,5201,5945,744,0,20,724
设备76,24,test,7431,5945,7431,1462,24,28,1434
设备77,3,train,1342,0,939,926,10,4,922
设备77,3,val,1342,939,1074,128,7,1,127
设备77,3,test,1342,1074,1342,265,3,3,262
设备77,6,train,1342,0,939,917,16,4,913
设备77,6,val,1342,939,1074,122,13,1,121
设备77,6,test,1342,1074,1342,262,6,3,259
设备77,12,train,1342,0,939,899,28,4,895
设备77,12,val,1342,939,1074,110,25,1,109
设备77,12,test,1342,1074,1342,256,12,3,253
设备77,24,train,1342,0,939,863,52,4,859
设备77,24,val,1342,939,1074,86,49,1,85
设备77,24,test,1342,1074,1342,244,24,3,241
设备78,3,train,5677,0,3973,3958,12,412,3546
设备78,3,val,5677,3973,4542,569,0,55,514
设备78,3,test,5677,4542,5677,1129,6,13,1116
设备78,6,train,5677,0,3973,3943,24,411,3532
设备78,6,val,5677,3973,4542,569,0,55,514
设备78,6,test,5677,4542,5677,1123,12,13,1110
设备78,12,train,5677,0,3973,3913,48,409,3504
设备78,12,val,5677,3973,4542,569,0,55,514
设备78,12,test,5677,4542,5677,1113,22,12,1101
设备78,24,train,5677,0,3973,3859,90,408,3451
设备78,24,val,5677,3973,4542,569,0,55,514
设备78,24,test,5677,4542,5677,1101,34,12,1089
设备79,3,train,8005,0,5603,5588,12,217,5371
设备79,3,val,8005,5603,6404,801,0,33,768
设备79,3,test,8005,6404,8005,1601,0,34,1567
设备79,6,train,8005,0,5603,5573,24,215,5358
设备79,6,val,8005,5603,6404,801,0,33,768
设备79,6,test,8005,6404,8005,1601,0,34,1567
设备79,12,train,8005,0,5603,5543,48,214,5329
设备79,12,val,8005,5603,6404,801,0,33,768
设备79,12,test,8005,6404,8005,1601,0,34,1567
设备79,24,train,8005,0,5603,5483,96,214,5269
设备79,24,val,8005,5603,6404,801,0,33,768
设备79,24,test,8005,6404,8005,1601,0,34,1567
设备7,3,train,2279,0,1595,1592,0,141,1451
设备7,3,val,2279,1595,1824,229,0,8,221
设备7,3,test,2279,1824,2279,455,0,17,438
设备7,6,train,2279,0,1595,1589,0,141,1448
设备7,6,val,2279,1595,1824,229,0,8,221
设备7,6,test,2279,1824,2279,455,0,17,438
设备7,12,train,2279,0,1595,1583,0,141,1442
设备7,12,val,2279,1595,1824,229,0,8,221
设备7,12,test,2279,1824,2279,455,0,17,438
设备7,24,train,2279,0,1595,1571,0,141,1430
设备7,24,val,2279,1595,1824,229,0,8,221
设备7,24,test,2279,1824,2279,455,0,17,438
设备80,3,train,8893,0,6225,6216,6,214,6002
设备80,3,val,8893,6225,7115,890,0,49,841
设备80,3,test,8893,7115,8893,1778,0,38,1740
设备80,6,train,8893,0,6225,6207,12,214,5993
设备80,6,val,8893,6225,7115,890,0,49,841
设备80,6,test,8893,7115,8893,1778,0,38,1740
设备80,12,train,8893,0,6225,6189,24,213,5976
设备80,12,val,8893,6225,7115,890,0,49,841
设备80,12,test,8893,7115,8893,1778,0,38,1740
设备80,24,train,8893,0,6225,6153,48,213,5940
设备80,24,val,8893,6225,7115,890,0,49,841
设备80,24,test,8893,7115,8893,1778,0,38,1740
设备81,3,train,964,0,674,671,0,13,658
设备81,3,val,964,674,772,98,0,16,82
设备81,3,test,964,772,964,192,0,14,178
设备81,6,train,964,0,674,668,0,13,655
设备81,6,val,964,674,772,98,0,16,82
设备81,6,test,964,772,964,192,0,14,178
设备81,12,train,964,0,674,662,0,13,649
设备81,12,val,964,674,772,98,0,16,82
设备81,12,test,964,772,964,192,0,14,178
设备81,24,train,964,0,674,650,0,13,637
设备81,24,val,964,674,772,98,0,16,82
设备81,24,test,964,772,964,192,0,14,178
设备82,3,train,8838,0,6186,6177,6,422,5755
设备82,3,val,8838,6186,7071,885,0,53,832
设备82,3,test,8838,7071,8838,1767,0,32,1735
设备82,6,train,8838,0,6186,6168,12,422,5746
设备82,6,val,8838,6186,7071,885,0,53,832
设备82,6,test,8838,7071,8838,1767,0,32,1735
设备82,12,train,8838,0,6186,6150,24,422,5728
设备82,12,val,8838,6186,7071,885,0,53,832
设备82,12,test,8838,7071,8838,1767,0,32,1735
设备82,24,train,8838,0,6186,6114,48,422,5692
设备82,24,val,8838,6186,7071,885,0,53,832
设备82,24,test,8838,7071,8838,1767,0,32,1735
设备83,3,train,9271,0,6489,6483,3,601,5882
设备83,3,val,9271,6489,7417,928,0,128,800
设备83,3,test,9271,7417,9271,1854,0,183,1671
设备83,6,train,9271,0,6489,6477,6,600,5877
设备83,6,val,9271,6489,7417,928,0,128,800
设备83,6,test,9271,7417,9271,1854,0,183,1671
设备83,12,train,9271,0,6489,6465,12,598,5867
设备83,12,val,9271,6489,7417,928,0,128,800
设备83,12,test,9271,7417,9271,1854,0,183,1671
设备83,24,train,9271,0,6489,6441,24,597,5844
设备83,24,val,9271,6489,7417,928,0,128,800
设备83,24,test,9271,7417,9271,1854,0,183,1671
设备84,3,train,2085,0,1459,1437,19,19,1418
设备84,3,val,2085,1459,1668,209,0,1,208
设备84,3,test,2085,1668,2085,414,3,5,409
设备84,6,train,2085,0,1459,1419,34,17,1402
设备84,6,val,2085,1459,1668,209,0,1,208
设备84,6,test,2085,1668,2085,411,6,5,406
设备84,12,train,2085,0,1459,1384,63,17,1367
设备84,12,val,2085,1459,1668,208,1,1,207
设备84,12,test,2085,1668,2085,405,12,5,400
设备84,24,train,2085,0,1459,1324,111,16,1308
设备84,24,val,2085,1459,1668,196,13,1,195
设备84,24,test,2085,1668,2085,393,24,5,388
设备85,3,train,9248,0,6473,6467,3,703,5764
设备85,3,val,9248,6473,7399,926,0,98,828
设备85,3,test,9248,7399,9248,1849,0,60,1789
设备85,6,train,9248,0,6473,6461,6,701,5760
设备85,6,val,9248,6473,7399,926,0,98,828
设备85,6,test,9248,7399,9248,1849,0,60,1789
设备85,12,train,9248,0,6473,6449,12,699,5750
设备85,12,val,9248,6473,7399,926,0,98,828
设备85,12,test,9248,7399,9248,1849,0,60,1789
设备85,24,train,9248,0,6473,6425,24,698,5727
设备85,24,val,9248,6473,7399,926,0,98,828
设备85,24,test,9248,7399,9248,1849,0,60,1789
设备86,3,train,9293,0,6505,6499,3,2349,4150
设备86,3,val,9293,6505,7435,930,0,115,815
设备86,3,test,9293,7435,9293,1858,0,88,1770
设备86,6,train,9293,0,6505,6493,6,2345,4148
设备86,6,val,9293,6505,7435,930,0,115,815
设备86,6,test,9293,7435,9293,1858,0,88,1770
设备86,12,train,9293,0,6505,6481,12,2338,4143
设备86,12,val,9293,6505,7435,930,0,115,815
设备86,12,test,9293,7435,9293,1858,0,88,1770
设备86,24,train,9293,0,6505,6457,24,2326,4131
设备86,24,val,9293,6505,7435,930,0,115,815
设备86,24,test,9293,7435,9293,1858,0,88,1770
设备8,3,train,1291,0,903,900,0,25,875
设备8,3,val,1291,903,1033,130,0,8,122
设备8,3,test,1291,1033,1291,255,3,12,243
设备8,6,train,1291,0,903,897,0,25,872
设备8,6,val,1291,903,1033,130,0,8,122
设备8,6,test,1291,1033,1291,252,6,12,240
设备8,12,train,1291,0,903,891,0,25,866
设备8,12,val,1291,903,1033,130,0,8,122
设备8,12,test,1291,1033,1291,246,12,11,235
设备8,24,train,1291,0,903,879,0,25,854
设备8,24,val,1291,903,1033,130,0,8,122
设备8,24,test,1291,1033,1291,234,24,11,223
设备9,3,train,1291,0,903,900,0,21,879
设备9,3,val,1291,903,1033,130,0,7,123
设备9,3,test,1291,1033,1291,255,3,11,244
设备9,6,train,1291,0,903,897,0,21,876
设备9,6,val,1291,903,1033,130,0,7,123
设备9,6,test,1291,1033,1291,252,6,11,241
设备9,12,train,1291,0,903,891,0,21,870
设备9,12,val,1291,903,1033,130,0,7,123
设备9,12,test,1291,1033,1291,246,12,10,236
设备9,24,train,1291,0,903,879,0,21,858
设备9,24,val,1291,903,1033,130,0,7,123
设备9,24,test,1291,1033,1291,234,24,10,224
